WATERSHED_ID,Date,Precipitation,Evapotranspiration,Water_Balance_delta_S
SWB_00003,01.10.2015,"42,10","17,30","24,80"
SWB_00003,01.11.2015,"46,90","10,60","36,30"
SWB_00003,01.12.2015,"43,60","10,10","33,50"
SWB_00003,01.01.2016,"24,70","10,30","14,40"
SWB_00003,01.02.2016,"5,00","15,20","-10,20"
SWB_00003,01.03.2016,"45,30","35,00","10,30"
SWB_00003,01.04.2016,"41,80","50,00","-8,20"
SWB_00003,01.05.2016,"70,60","62,10","8,50"
SWB_00003,01.06.2016,"47,50","56,10","-8,60"
SWB_00003,01.07.2016,"32,00","41,20","-9,20"
SWB_00003,01.08.2016,"6,60","23,50","-16,90"
SWB_00003,01.09.2016,"11,70","15,00","-3,30"
SWB_00003,01.10.2016,"37,80","18,10","19,70"
SWB_00003,01.11.2016,"30,90","10,30","20,60"
SWB_00003,01.12.2016,"38,90","7,30","31,60"
SWB_00003,01.01.2017,"18,30","5,00","13,30"
SWB_00003,01.02.2017,"36,80","4,70","32,10"
SWB_00003,01.03.2017,"26,40","25,30","1,10"
SWB_00003,01.04.2017,"53,40","50,60","2,80"
SWB_00003,01.05.2017,"44,70","70,00","-25,30"
SWB_00003,01.06.2017,"24,90","42,50","-17,60"
SWB_00003,01.07.2017,"7,00","25,20","-18,20"
SWB_00003,01.08.2017,"9,50","22,00","-12,50"
SWB_00003,01.09.2017,"12,60","13,10","-0,50"
SWB_00003,01.10.2017,"20,80","22,00","-1,20"
SWB_00003,01.11.2017,"16,60","12,60","4,00"
SWB_00003,01.12.2017,"32,00","8,90","23,10"
SWB_00003,01.01.2018,"14,50","9,30","5,20"
SWB_00003,01.02.2018,"20,60","8,60","12,00"
SWB_00003,01.03.2018,"57,20","30,00","27,20"
SWB_00003,01.04.2018,"28,90","47,60","-18,70"
SWB_00003,01.05.2018,"25,30","42,90","-17,60"
SWB_00003,01.06.2018,"26,30","31,50","-5,20"
SWB_00003,01.07.2018,"11,90","23,30","-11,40"
SWB_00003,01.08.2018,"13,60","19,10","-5,50"
SWB_00003,01.09.2018,"8,20","12,00","-3,80"
SWB_00003,01.10.2018,"31,70","16,70","15,00"
SWB_00003,01.11.2018,"40,20","8,60","31,60"
SWB_00003,01.12.2018,"19,30","8,10","11,20"
SWB_00003,01.01.2019,"21,20","5,60","15,60"
SWB_00003,01.02.2019,"23,40","9,10","14,30"
SWB_00003,01.03.2019,"36,60","30,10","6,50"
SWB_00003,01.04.2019,"61,50","45,80","15,70"
SWB_00003,01.05.2019,"24,70","56,20","-31,50"
SWB_00003,01.06.2019,"26,60","36,40","-9,80"
SWB_00003,01.07.2019,"11,60","25,10","-13,50"
SWB_00003,01.08.2019,"9,10","15,70","-6,60"
SWB_00003,01.09.2019,"17,40","15,20","2,20"
SWB_00003,01.10.2019,"12,50","13,90","-1,40"
SWB_00003,01.11.2019,"14,40","8,70","5,70"
SWB_00003,01.12.2019,"34,40","8,10","26,30"
SWB_00003,01.01.2020,"21,30","2,70","18,60"
SWB_00003,01.02.2020,"24,10","11,70","12,40"
SWB_00003,01.03.2020,"9,50","37,20","-27,70"
SWB_00003,01.04.2020,"42,80","42,40","0,40"
SWB_00003,01.05.2020,"41,80","47,90","-6,10"
SWB_00003,01.06.2020,"19,50","23,90","-4,40"
SWB_00003,01.07.2020,"21,60","26,50","-4,90"
SWB_00003,01.08.2020,"23,80","23,10","0,70"
SWB_00003,01.09.2020,"9,60","12,60","-3,00"
SWB_00003,01.10.2020,"5,60","8,60","-3,00"
SWB_00003,01.11.2020,"22,40","8,90","13,50"
SWB_00003,01.12.2020,"6,50","3,80","2,70"
SWB_00003,01.01.2021,"17,60","4,20","13,40"
SWB_00003,01.02.2021,"30,30","8,40","21,90"
SWB_00003,01.03.2021,"68,10","24,80","43,30"
SWB_00003,01.04.2021,"32,40","53,50","-21,10"
SWB_00003,01.05.2021,"19,80","44,90","-25,10"
SWB_00003,01.06.2021,"18,50","27,60","-9,10"
SWB_00003,01.07.2021,"16,80","22,50","-5,70"
SWB_00003,01.08.2021,"11,20","14,40","-3,20"
SWB_00003,01.09.2021,"3,40","9,40","-6,00"
SWB_00003,01.10.2021,"22,00","14,50","7,50"
SWB_00003,01.11.2021,"13,10","10,10","3,00"
SWB_00003,01.12.2021,"14,10","7,40","6,70"
SWB_00003,01.01.2022,"29,80","4,60","25,20"
SWB_00003,01.02.2022,"14,90","9,50","5,40"
SWB_00003,01.03.2022,"68,60","23,90","44,70"
SWB_00003,01.04.2022,"27,80","55,60","-27,80"
SWB_00003,01.05.2022,"44,90","50,40","-5,50"
SWB_00003,01.06.2022,"21,10","32,30","-11,20"
SWB_00003,01.07.2022,"10,30","23,60","-13,30"
SWB_00003,01.08.2022,"15,30","27,20","-11,90"
SWB_00003,01.09.2022,"4,30","12,40","-8,10"
SWB_00003,01.10.2022,"29,00","13,60","15,40"
SWB_00003,01.11.2022,"44,40","12,20","32,20"
SWB_00003,01.12.2022,"9,50","5,00","4,50"
SWB_00003,01.01.2023,"20,90","4,70","16,20"
SWB_00003,01.02.2023,"33,00","8,60","24,40"
SWB_00003,01.03.2023,"23,00","33,50","-10,50"
SWB_00003,01.04.2023,"26,70","51,80","-25,10"
SWB_00003,01.05.2023,"26,50","39,10","-12,60"
SWB_00003,01.06.2023,"10,40","21,50","-11,10"
SWB_00003,01.07.2023,"11,80","21,90","-10,10"
SWB_00003,01.08.2023,"20,80","23,00","-2,20"
SWB_00003,01.09.2023,"15,10","18,80","-3,70"
SWB_00003,01.10.2023,"31,90","18,80","13,10"
SWB_00003,01.11.2023,"20,30","14,80","5,50"
SWB_00003,01.12.2023,"23,70","9,20","14,50"
NWB_00001,01.01.2000,"21,40","1,90","19,50"
NWB_00001,01.02.2000,"16,90","2,40","14,50"
NWB_00001,01.03.2000,"12,10","9,70","2,40"
NWB_00001,01.04.2000,"20,30","38,50","-18,20"
NWB_00001,01.05.2000,"65,60","59,90","5,70"
NWB_00001,01.06.2000,"45,30","64,90","-19,60"
NWB_00001,01.07.2000,"31,00","55,60","-24,60"
NWB_00001,01.08.2000,"45,10","43,00","2,10"
NWB_00001,01.09.2000,"25,20","30,10","-4,90"
NWB_00001,01.10.2000,"42,10","14,00","28,10"
NWB_00001,01.11.2000,"29,30","4,10","25,20"
NWB_00001,01.12.2000,"43,30","1,40","41,90"
NWB_00001,01.01.2001,"32,30","1,80","30,50"
NWB_00001,01.02.2001,"20,60","2,20","18,40"
NWB_00001,01.03.2001,"20,70","10,40","10,30"
NWB_00001,01.04.2001,"42,90","34,10","8,80"
NWB_00001,01.05.2001,"34,70","66,80","-32,10"
NWB_00001,01.06.2001,"60,30","61,30","-1,00"
NWB_00001,01.07.2001,"64,50","59,60","4,90"
NWB_00001,01.08.2001,"51,60","49,50","2,10"
NWB_00001,01.09.2001,"28,50","31,80","-3,30"
NWB_00001,01.10.2001,"43,80","19,00","24,80"
NWB_00001,01.11.2001,"24,10","7,80","16,30"
NWB_00001,01.12.2001,"15,00","1,60","13,40"
NWB_00001,01.01.2002,"29,20","2,80","26,40"
NWB_00001,01.02.2002,"18,30","3,70","14,60"
NWB_00001,01.03.2002,"38,80","14,60","24,20"
NWB_00001,01.04.2002,"24,00","31,20","-7,20"
NWB_00001,01.05.2002,"43,30","60,30","-17,00"
NWB_00001,01.06.2002,"67,80","60,90","6,90"
NWB_00001,01.07.2002,"56,40","58,70","-2,30"
NWB_00001,01.08.2002,"46,20","44,30","1,90"
NWB_00001,01.09.2002,"23,50","33,10","-9,60"
NWB_00001,01.10.2002,"26,60","16,60","10,00"
NWB_00001,01.11.2002,"40,50","6,10","34,40"
NWB_00001,01.12.2002,"22,00","2,00","20,00"
NWB_00001,01.01.2003,"23,90","2,40","21,50"
NWB_00001,01.02.2003,"12,00","2,50","9,50"
NWB_00001,01.03.2003,"12,10","8,70","3,40"
NWB_00001,01.04.2003,"17,10","31,80","-14,70"
NWB_00001,01.05.2003,"27,80","63,10","-35,30"
NWB_00001,01.06.2003,"33,20","62,60","-29,40"
NWB_00001,01.07.2003,"68,70","58,40","10,30"
NWB_00001,01.08.2003,"33,40","49,40","-16,00"
NWB_00001,01.09.2003,"28,60","31,60","-3,00"
NWB_00001,01.10.2003,"24,60","17,20","7,40"
NWB_00001,01.11.2003,"30,00","4,90","25,10"
NWB_00001,01.12.2003,"18,40","2,50","15,90"
NWB_00001,01.01.2004,"10,80","1,40","9,40"
NWB_00001,01.02.2004,"17,90","2,90","15,00"
NWB_00001,01.03.2004,"32,40","8,50","23,90"
NWB_00001,01.04.2004,"32,20","30,50","1,70"
NWB_00001,01.05.2004,"29,20","67,80","-38,60"
NWB_00001,01.06.2004,"49,20","67,70","-18,50"
NWB_00001,01.07.2004,"42,00","59,90","-17,90"
NWB_00001,01.08.2004,"43,80","47,00","-3,20"
NWB_00001,01.09.2004,"43,20","30,70","12,50"
NWB_00001,01.10.2004,"36,40","19,10","17,30"
NWB_00001,01.11.2004,"37,50","5,50","32,00"
NWB_00001,01.12.2004,"30,50","1,70","28,80"
NWB_00001,01.01.2005,"15,50","1,30","14,20"
NWB_00001,01.02.2005,"7,80","1,70","6,10"
NWB_00001,01.03.2005,"18,10","12,70","5,40"
NWB_00001,01.04.2005,"30,30","35,50","-5,20"
NWB_00001,01.05.2005,"40,00","63,10","-23,10"
NWB_00001,01.06.2005,"50,60","70,60","-20,00"
NWB_00001,01.07.2005,"54,30","60,00","-5,70"
NWB_00001,01.08.2005,"56,50","48,40","8,10"
NWB_00001,01.09.2005,"26,70","30,10","-3,40"
NWB_00001,01.10.2005,"22,20","16,70","5,50"
NWB_00001,01.11.2005,"30,20","5,40","24,80"
NWB_00001,01.12.2005,"12,70","1,90","10,80"
NWB_00001,01.01.2006,"21,90","1,20","20,70"
NWB_00001,01.02.2006,"20,70","2,40","18,30"
NWB_00001,01.03.2006,"14,40","11,90","2,50"
NWB_00001,01.04.2006,"33,80","31,70","2,10"
NWB_00001,01.05.2006,"21,70","63,90","-42,20"
NWB_00001,01.06.2006,"46,40","70,50","-24,10"
NWB_00001,01.07.2006,"42,70","60,50","-17,80"
NWB_00001,01.08.2006,"41,10","41,00","0,10"
NWB_00001,01.09.2006,"31,20","33,40","-2,20"
NWB_00001,01.10.2006,"54,30","16,00","38,30"
NWB_00001,01.11.2006,"27,70","7,00","20,70"
NWB_00001,01.12.2006,"35,00","2,40","32,60"
NWB_00001,01.01.2007,"18,60","2,40","16,20"
NWB_00001,01.02.2007,"19,00","2,80","16,20"
NWB_00001,01.03.2007,"14,20","11,10","3,10"
NWB_00001,01.04.2007,"26,80","39,00","-12,20"
NWB_00001,01.05.2007,"75,70","61,00","14,70"
NWB_00001,01.06.2007,"55,30","64,70","-9,40"
NWB_00001,01.07.2007,"66,80","66,10","0,70"
NWB_00001,01.08.2007,"33,60","48,60","-15,00"
NWB_00001,01.09.2007,"21,10","30,60","-9,50"
NWB_00001,01.10.2007,"22,70","16,40","6,30"
NWB_00001,01.11.2007,"20,40","6,30","14,10"
NWB_00001,01.12.2007,"22,40","2,00","20,40"
NWB_00001,01.01.2008,"8,50","1,10","7,40"
NWB_00001,01.02.2008,"19,70","3,00","16,70"
NWB_00001,01.03.2008,"22,10","15,50","6,60"
NWB_00001,01.04.2008,"26,20","37,30","-11,10"
NWB_00001,01.05.2008,"20,40","61,20","-40,80"
NWB_00001,01.06.2008,"35,80","57,40","-21,60"
NWB_00001,01.07.2008,"41,80","59,30","-17,50"
NWB_00001,01.08.2008,"31,30","44,50","-13,20"
NWB_00001,01.09.2008,"43,70","27,80","15,90"
NWB_00001,01.10.2008,"23,40","16,00","7,40"
NWB_00001,01.11.2008,"29,60","6,40","23,20"
NWB_00001,01.12.2008,"14,20","2,00","12,20"
NWB_00001,01.01.2009,"22,90","1,90","21,00"
NWB_00001,01.02.2009,"35,20","1,90","33,30"
NWB_00001,01.03.2009,"14,70","10,50","4,20"
NWB_00001,01.04.2009,"31,30","36,60","-5,30"
NWB_00001,01.05.2009,"39,40","65,20","-25,80"
NWB_00001,01.06.2009,"55,90","59,70","-3,80"
NWB_00001,01.07.2009,"66,30","60,40","5,90"
NWB_00001,01.08.2009,"44,50","47,70","-3,20"
NWB_00001,01.09.2009,"34,60","32,80","1,80"
NWB_00001,01.10.2009,"26,10","17,00","9,10"
NWB_00001,01.11.2009,"31,30","5,90","25,40"
NWB_00001,01.12.2009,"31,60","1,70","29,90"
NWB_00001,01.01.2010,"31,80","1,50","30,30"
NWB_00001,01.02.2010,"17,20","2,00","15,20"
NWB_00001,01.03.2010,"39,00","7,30","31,70"
NWB_00001,01.04.2010,"16,70","32,50","-15,80"
NWB_00001,01.05.2010,"41,20","57,70","-16,50"
NWB_00001,01.06.2010,"38,00","70,60","-32,60"
NWB_00001,01.07.2010,"43,30","58,80","-15,50"
NWB_00001,01.08.2010,"31,90","51,90","-20,00"
NWB_00001,01.09.2010,"21,70","30,20","-8,50"
NWB_00001,01.10.2010,"18,70","18,30","0,40"
NWB_00001,01.11.2010,"46,10","9,70","36,40"
NWB_00001,01.12.2010,"39,90","2,60","37,30"
NWB_00001,01.01.2011,"5,20","1,40","3,80"
NWB_00001,01.02.2011,"17,10","2,00","15,10"
NWB_00001,01.03.2011,"21,30","8,10","13,20"
NWB_00001,01.04.2011,"26,70","37,80","-11,10"
NWB_00001,01.05.2011,"33,10","63,40","-30,30"
NWB_00001,01.06.2011,"48,90","67,60","-18,70"
NWB_00001,01.07.2011,"47,40","55,70","-8,30"
NWB_00001,01.08.2011,"47,00","43,40","3,60"
NWB_00001,01.09.2011,"13,60","31,00","-17,40"
NWB_00001,01.10.2011,"34,30","16,90","17,40"
NWB_00001,01.11.2011,"36,10","6,70","29,40"
NWB_00001,01.12.2011,"12,90","1,40","11,50"
NWB_00001,01.01.2012,"3,80","0,90","2,90"
NWB_00001,01.02.2012,"2,80","2,00","0,80"
NWB_00001,01.03.2012,"18,40","10,60","7,80"
NWB_00001,01.04.2012,"19,90","44,60","-24,70"
NWB_00001,01.05.2012,"27,00","58,90","-31,90"
NWB_00001,01.06.2012,"50,80","65,60","-14,80"
NWB_00001,01.07.2012,"41,10","61,60","-20,50"
NWB_00001,01.08.2012,"44,60","45,80","-1,20"
NWB_00001,01.09.2012,"31,10","33,70","-2,60"
NWB_00001,01.10.2012,"39,50","17,30","22,20"
NWB_00001,01.11.2012,"43,20","7,10","36,10"
NWB_00001,01.12.2012,"23,50","1,10","22,40"
NWB_00001,01.01.2013,"30,50","1,90","28,60"
NWB_00001,01.02.2013,"15,00","1,90","13,10"
NWB_00001,01.03.2013,"35,50","11,60","23,90"
NWB_00001,01.04.2013,"24,90","37,30","-12,40"
NWB_00001,01.05.2013,"49,60","60,40","-10,80"
NWB_00001,01.06.2013,"40,30","64,80","-24,50"
NWB_00001,01.07.2013,"69,00","69,00","0,00"
NWB_00001,01.08.2013,"62,20","52,30","9,90"
NWB_00001,01.09.2013,"25,70","33,90","-8,20"
NWB_00001,01.10.2013,"29,40","18,70","10,70"
NWB_00001,01.11.2013,"28,80","10,10","18,70"
NWB_00001,01.12.2013,"21,70","5,40","16,30"
NWB_00001,01.01.2014,"25,90","2,40","23,50"
NWB_00001,01.02.2014,"17,30","1,70","15,60"
NWB_00001,01.03.2014,"18,00","12,40","5,60"
NWB_00001,01.04.2014,"27,40","40,10","-12,70"
NWB_00001,01.05.2014,"31,20","62,20","-31,00"
NWB_00001,01.06.2014,"34,40","61,70","-27,30"
NWB_00001,01.07.2014,"70,10","54,40","15,70"
NWB_00001,01.08.2014,"33,90","47,30","-13,40"
NWB_00001,01.09.2014,"31,70","27,50","4,20"
NWB_00001,01.10.2014,"60,60","15,60","45,00"
NWB_00001,01.11.2014,"26,70","5,20","21,50"
NWB_00001,01.12.2014,"22,50","2,50","20,00"
NWB_00001,01.01.2015,"28,30","2,40","25,90"
NWB_00001,01.02.2015,"20,30","3,00","17,30"
NWB_00001,01.03.2015,"23,70","9,00","14,70"
NWB_00001,01.04.2015,"31,90","37,40","-5,50"
NWB_00001,01.05.2015,"45,30","63,60","-18,30"
NWB_00001,01.06.2015,"48,00","70,20","-22,20"
NWB_00001,01.07.2015,"61,70","60,00","1,70"
NWB_00001,01.08.2015,"52,10","50,60","1,50"
NWB_00001,01.09.2015,"49,30","32,10","17,20"
NWB_00001,01.10.2015,"47,60","21,90","25,70"
NWB_00001,01.11.2015,"37,70","4,40","33,30"
NWB_00001,01.12.2015,"43,30","2,40","40,90"
NWB_00001,01.01.2016,"9,30","1,70","7,60"
NWB_00001,01.02.2016,"12,10","2,90","9,20"
NWB_00001,01.03.2016,"23,00","12,60","10,40"
NWB_00001,01.04.2016,"38,70","38,40","0,30"
NWB_00001,01.05.2016,"34,50","65,60","-31,10"
NWB_00001,01.06.2016,"60,50","70,90","-10,40"
NWB_00001,01.07.2016,"82,80","69,10","13,70"
NWB_00001,01.08.2016,"25,20","54,40","-29,20"
NWB_00001,01.09.2016,"22,40","34,20","-11,80"
NWB_00001,01.10.2016,"38,40","14,00","24,40"
NWB_00001,01.11.2016,"50,00","4,30","45,70"
NWB_00001,01.12.2016,"35,60","1,80","33,80"
NWB_00001,01.01.2017,"18,90","2,00","16,90"
NWB_00001,01.02.2017,"16,80","2,70","14,10"
NWB_00001,01.03.2017,"11,60","10,00","1,60"
NWB_00001,01.04.2017,"29,10","38,50","-9,40"
NWB_00001,01.05.2017,"36,50","68,90","-32,40"
NWB_00001,01.06.2017,"43,70","71,50","-27,80"
NWB_00001,01.07.2017,"67,00","65,40","1,60"
NWB_00001,01.08.2017,"24,30","48,10","-23,80"
NWB_00001,01.09.2017,"44,50","31,50","13,00"
NWB_00001,01.10.2017,"30,90","17,30","13,60"
NWB_00001,01.11.2017,"17,10","6,10","11,00"
NWB_00001,01.12.2017,"18,90","2,20","16,70"
NWB_00001,01.01.2018,"8,40","1,50","6,90"
NWB_00001,01.02.2018,"26,70","2,90","23,80"
NWB_00001,01.03.2018,"55,00","11,80","43,20"
NWB_00001,01.04.2018,"39,40","34,70","4,70"
NWB_00001,01.05.2018,"63,10","55,50","7,60"
NWB_00001,01.06.2018,"48,70","68,50","-19,80"
NWB_00001,01.07.2018,"39,80","61,60","-21,80"
NWB_00001,01.08.2018,"69,80","43,50","26,30"
NWB_00001,01.09.2018,"34,40","33,40","1,00"
NWB_00001,01.10.2018,"39,80","21,70","18,10"
NWB_00001,01.11.2018,"47,30","5,20","42,10"
NWB_00001,01.12.2018,"49,50","1,80","47,70"
NWB_00001,01.01.2019,"48,80","2,20","46,60"
NWB_00001,01.02.2019,"40,10","2,40","37,70"
NWB_00001,01.03.2019,"16,80","12,90","3,90"
NWB_00001,01.04.2019,"29,10","38,40","-9,30"
NWB_00001,01.05.2019,"42,10","65,10","-23,00"
NWB_00001,01.06.2019,"69,90","64,00","5,90"
NWB_00001,01.07.2019,"43,40","64,50","-21,10"
NWB_00001,01.08.2019,"33,90","50,90","-17,00"
NWB_00001,01.09.2019,"37,40","35,00","2,40"
NWB_00001,01.10.2019,"35,30","20,60","14,70"
NWB_00001,01.11.2019,"27,50","7,00","20,50"
NWB_00001,01.12.2019,"89,70","1,90","87,80"
NWB_00001,01.01.2020,"77,90","2,00","75,90"
NWB_00001,01.02.2020,"37,70","3,30","34,40"
NWB_00001,01.03.2020,"26,00","12,70","13,30"
NWB_00001,01.04.2020,"24,80","47,30","-22,50"
NWB_00001,01.05.2020,"22,90","70,90","-48,00"
NWB_00001,01.06.2020,"48,00","63,90","-15,90"
NWB_00001,01.07.2020,"42,00","63,40","-21,40"
NWB_00001,01.08.2020,"39,50","48,80","-9,30"
NWB_00001,01.09.2020,"43,80","33,00","10,80"
NWB_00001,01.10.2020,"28,90","18,30","10,60"
NWB_00001,01.11.2020,"20,10","7,50","12,60"
NWB_00001,01.12.2020,"16,60","1,30","15,30"
NWB_00001,01.01.2021,"15,80","1,70","14,10"
NWB_00001,01.02.2021,"27,10","2,70","24,40"
NWB_00001,01.03.2021,"39,50","9,40","30,10"
NWB_00001,01.04.2021,"16,30","36,00","-19,70"
NWB_00001,01.05.2021,"25,30","72,20","-46,90"
NWB_00001,01.06.2021,"53,80","63,70","-9,90"
NWB_00001,01.07.2021,"45,50","57,00","-11,50"
NWB_00001,01.08.2021,"42,00","46,90","-4,90"
NWB_00001,01.09.2021,"28,70","29,20","-0,50"
NWB_00001,01.10.2021,"29,70","18,40","11,30"
NWB_00001,01.11.2021,"39,00","8,40","30,60"
NWB_00001,01.12.2021,"19,90","2,30","17,60"
NWB_00001,01.01.2022,"15,60","2,10","13,50"
NWB_00001,01.02.2022,"9,60","2,90","6,70"
NWB_00001,01.03.2022,"34,60","9,00","25,60"
NWB_00001,01.04.2022,"19,60","42,10","-22,50"
NWB_00001,01.05.2022,"29,60","69,60","-40,00"
NWB_00001,01.06.2022,"59,00","63,20","-4,20"
NWB_00001,01.07.2022,"43,90","58,50","-14,60"
NWB_00001,01.08.2022,"17,20","43,70","-26,50"
NWB_00001,01.09.2022,"27,10","27,40","-0,30"
NWB_00001,01.10.2022,"24,50","17,50","7,00"
NWB_00001,01.11.2022,"40,50","7,00","33,50"
NWB_00001,01.12.2022,"19,40","1,30","18,10"
NWB_00001,01.01.2023,"28,80","2,50","26,30"
NWB_00001,01.02.2023,"17,60","2,60","15,00"
NWB_00001,01.03.2023,"28,30","12,50","15,80"
NWB_00001,01.04.2023,"20,60","38,20","-17,60"
NWB_00001,01.05.2023,"18,50","66,00","-47,50"
NWB_00001,01.06.2023,"36,00","64,30","-28,30"
NWB_00001,01.07.2023,"43,60","58,40","-14,80"
NWB_00001,01.08.2023,"50,70","49,10","1,60"
NWB_00001,01.09.2023,"43,70","31,80","11,90"
NWB_00001,01.10.2023,"50,60","21,00","29,60"
NWB_00001,01.11.2023,"32,00","7,90","24,10"
NWB_00001,01.12.2023,"37,30","2,30","35,00"
SWB_00002,01.01.2000,"27,50","2,60","24,90"
SWB_00002,01.02.2000,"10,30","3,40","6,90"
SWB_00002,01.03.2000,"11,90","17,70","-5,80"
SWB_00002,01.04.2000,"22,90","47,10","-24,20"
SWB_00002,01.05.2000,"42,10","55,00","-12,90"
SWB_00002,01.06.2000,"29,60","46,70","-17,10"
SWB_00002,01.07.2000,"28,70","43,40","-14,70"
SWB_00002,01.08.2000,"28,40","36,10","-7,70"
SWB_00002,01.09.2000,"24,10","23,10","1,00"
SWB_00002,01.10.2000,"44,90","16,00","28,90"
SWB_00002,01.11.2000,"25,20","6,80","18,40"
SWB_00002,01.12.2000,"31,10","2,60","28,50"
SWB_00002,01.01.2001,"20,90","1,70","19,20"
SWB_00002,01.02.2001,"16,00","3,60","12,40"
SWB_00002,01.03.2001,"10,70","18,50","-7,80"
SWB_00002,01.04.2001,"35,60","44,40","-8,80"
SWB_00002,01.05.2001,"28,10","60,60","-32,50"
SWB_00002,01.06.2001,"21,90","44,40","-22,50"
SWB_00002,01.07.2001,"44,20","46,80","-2,60"
SWB_00002,01.08.2001,"19,30","34,20","-14,90"
SWB_00002,01.09.2001,"18,30","23,80","-5,50"
SWB_00002,01.10.2001,"47,20","19,30","27,90"
SWB_00002,01.11.2001,"14,10","8,20","5,90"
SWB_00002,01.12.2001,"18,10","3,00","15,10"
SWB_00002,01.01.2002,"18,60","2,70","15,90"
SWB_00002,01.02.2002,"16,70","5,70","11,00"
SWB_00002,01.03.2002,"37,90","26,00","11,90"
SWB_00002,01.04.2002,"46,90","42,20","4,70"
SWB_00002,01.05.2002,"57,20","58,60","-1,40"
SWB_00002,01.06.2002,"58,70","64,80","-6,10"
SWB_00002,01.07.2002,"35,10","56,60","-21,50"
SWB_00002,01.08.2002,"17,80","40,80","-23,00"
SWB_00002,01.09.2002,"12,00","27,70","-15,70"
SWB_00002,01.10.2002,"28,90","18,30","10,60"
SWB_00002,01.11.2002,"32,10","9,60","22,50"
SWB_00002,01.12.2002,"30,60","2,60","28,00"
SWB_00002,01.01.2003,"27,30","2,40","24,90"
SWB_00002,01.02.2003,"20,40","3,70","16,70"
SWB_00002,01.03.2003,"18,80","12,70","6,10"
SWB_00002,01.04.2003,"28,00","35,80","-7,80"
SWB_00002,01.05.2003,"28,70","59,70","-31,00"
SWB_00002,01.06.2003,"44,60","61,30","-16,70"
SWB_00002,01.07.2003,"66,60","67,00","-0,40"
SWB_00002,01.08.2003,"21,20","54,00","-32,80"
SWB_00002,01.09.2003,"15,40","30,30","-14,90"
SWB_00002,01.10.2003,"14,70","20,70","-6,00"
SWB_00002,01.11.2003,"43,60","8,70","34,90"
SWB_00002,01.12.2003,"12,90","2,80","10,10"
SWB_00002,01.01.2004,"13,80","2,90","10,90"
SWB_00002,01.02.2004,"18,40","6,40","12,00"
SWB_00002,01.03.2004,"35,80","19,20","16,60"
SWB_00002,01.04.2004,"24,00","41,50","-17,50"
SWB_00002,01.05.2004,"32,30","67,20","-34,90"
SWB_00002,01.06.2004,"30,60","58,00","-27,40"
SWB_00002,01.07.2004,"52,40","58,10","-5,70"
SWB_00002,01.08.2004,"21,00","41,70","-20,70"
SWB_00002,01.09.2004,"14,10","24,30","-10,20"
SWB_00002,01.10.2004,"17,80","18,50","-0,70"
SWB_00002,01.11.2004,"49,30","9,60","39,70"
SWB_00002,01.12.2004,"23,80","4,10","19,70"
SWB_00002,01.01.2005,"12,00","2,10","9,90"
SWB_00002,01.02.2005,"9,60","4,20","5,40"
SWB_00002,01.03.2005,"28,40","25,30","3,10"
SWB_00002,01.04.2005,"29,10","45,80","-16,70"
SWB_00002,01.05.2005,"40,00","59,30","-19,30"
SWB_00002,01.06.2005,"29,20","53,00","-23,80"
SWB_00002,01.07.2005,"18,20","43,10","-24,90"
SWB_00002,01.08.2005,"39,60","43,60","-4,00"
SWB_00002,01.09.2005,"9,00","23,50","-14,50"
SWB_00002,01.10.2005,"14,10","17,00","-2,90"
SWB_00002,01.11.2005,"17,30","9,50","7,80"
SWB_00002,01.12.2005,"14,90","5,10","9,80"
SWB_00002,01.01.2006,"19,70","1,60","18,10"
SWB_00002,01.02.2006,"25,00","7,40","17,60"
SWB_00002,01.03.2006,"17,80","25,00","-7,20"
SWB_00002,01.04.2006,"30,50","43,40","-12,90"
SWB_00002,01.05.2006,"28,30","59,00","-30,70"
SWB_00002,01.06.2006,"40,40","53,60","-13,20"
SWB_00002,01.07.2006,"34,40","51,30","-16,90"
SWB_00002,01.08.2006,"7,80","27,80","-20,00"
SWB_00002,01.09.2006,"23,80","25,90","-2,10"
SWB_00002,01.10.2006,"43,20","18,60","24,60"
SWB_00002,01.11.2006,"23,60","8,80","14,80"
SWB_00002,01.12.2006,"16,70","1,40","15,30"
SWB_00002,01.01.2007,"11,30","2,50","8,80"
SWB_00002,01.02.2007,"17,30","4,70","12,60"
SWB_00002,01.03.2007,"22,40","19,10","3,30"
SWB_00002,01.04.2007,"30,50","48,90","-18,40"
SWB_00002,01.05.2007,"52,10","64,00","-11,90"
SWB_00002,01.06.2007,"29,30","57,10","-27,80"
SWB_00002,01.07.2007,"38,50","50,10","-11,60"
SWB_00002,01.08.2007,"16,50","35,70","-19,20"
SWB_00002,01.09.2007,"10,00","21,10","-11,10"
SWB_00002,01.10.2007,"10,90","14,50","-3,60"
SWB_00002,01.11.2007,"20,10","9,80","10,30"
SWB_00002,01.12.2007,"22,60","3,00","19,60"
SWB_00002,01.01.2008,"7,70","1,70","6,00"
SWB_00002,01.02.2008,"19,20","3,40","15,80"
SWB_00002,01.03.2008,"21,50","28,00","-6,50"
SWB_00002,01.04.2008,"25,00","45,30","-20,30"
SWB_00002,01.05.2008,"19,30","55,20","-35,90"
SWB_00002,01.06.2008,"24,40","41,00","-16,60"
SWB_00002,01.07.2008,"28,60","44,80","-16,20"
SWB_00002,01.08.2008,"14,20","28,40","-14,20"
