WATERSHED_ID,Date,Precipitation,Evapotranspiration,Water_Balance_delta_S
SWB_00001,01.02.2000,"14,90","9,00","5,90"
SWB_00001,01.03.2000,"22,00","21,40","0,60"
SWB_00001,01.04.2000,"37,00","35,00","2,00"
SWB_00001,01.05.2000,"39,80","44,00","-4,20"
SWB_00001,01.06.2000,"27,00","40,60","-13,60"
SWB_00001,01.07.2000,"24,70","38,40","-13,70"
SWB_00001,01.08.2000,"14,10","29,00","-14,90"
SWB_00001,01.09.2000,"18,00","19,60","-1,60"
SWB_00001,01.10.2000,"55,50","14,60","40,90"
SWB_00001,01.11.2000,"31,90","7,70","24,20"
SWB_00001,01.12.2000,"33,70","4,80","28,90"
SWB_00001,01.01.2001,"23,00","4,40","18,60"
SWB_00001,01.02.2001,"24,10","8,80","15,30"
SWB_00001,01.03.2001,"28,10","24,00","4,10"
SWB_00001,01.04.2001,"32,40","37,90","-5,50"
SWB_00001,01.05.2001,"26,70","43,10","-16,40"
SWB_00001,01.06.2001,"17,50","38,50","-21,00"
SWB_00001,01.07.2001,"23,10","36,60","-13,50"
SWB_00001,01.08.2001,"22,50","29,20","-6,70"
SWB_00001,01.09.2001,"11,10","18,00","-6,90"
SWB_00001,01.10.2001,"58,00","17,20","40,80"
SWB_00001,01.11.2001,"27,70","10,20","17,50"
SWB_00001,01.12.2001,"41,90","8,10","33,80"
SWB_00001,01.01.2002,"32,20","7,00","25,20"
SWB_00001,01.02.2002,"48,70","10,20","38,50"
SWB_00001,01.03.2002,"57,70","26,60","31,10"
SWB_00001,01.04.2002,"85,20","36,20","49,00"
SWB_00001,01.05.2002,"59,20","50,70","8,50"
SWB_00001,01.06.2002,"36,00","56,20","-20,20"
SWB_00001,01.07.2002,"22,60","47,30","-24,70"
SWB_00001,01.08.2002,"10,10","36,20","-26,10"
SWB_00001,01.09.2002,"10,70","20,40","-9,70"
SWB_00001,01.10.2002,"18,20","15,50","2,70"
SWB_00001,01.11.2002,"16,80","9,00","7,80"
SWB_00001,01.12.2002,"55,20","4,20","51,00"
SWB_00001,01.01.2003,"22,90","6,60","16,30"
SWB_00001,01.02.2003,"50,10","9,70","40,40"
SWB_00001,01.03.2003,"65,80","19,40","46,40"
SWB_00001,01.04.2003,"83,80","34,60","49,20"
SWB_00001,01.05.2003,"53,80","54,50","-0,70"
SWB_00001,01.06.2003,"42,60","64,60","-22,00"
SWB_00001,01.07.2003,"18,90","59,30","-40,40"
SWB_00001,01.08.2003,"14,10","39,80","-25,70"
SWB_00001,01.09.2003,"12,30","23,50","-11,20"
SWB_00001,01.10.2003,"24,30","19,20","5,10"
SWB_00001,01.11.2003,"63,20","9,90","53,30"
SWB_00001,01.12.2003,"37,30","6,10","31,20"
SWB_00001,01.01.2004,"39,60","7,50","32,10"
SWB_00001,01.02.2004,"30,80","14,70","16,10"
SWB_00001,01.03.2004,"56,80","24,50","32,30"
SWB_00001,01.04.2004,"46,30","38,60","7,70"
SWB_00001,01.05.2004,"35,20","52,00","-16,80"
SWB_00001,01.06.2004,"16,80","45,80","-29,00"
SWB_00001,01.07.2004,"36,20","49,30","-13,10"
SWB_00001,01.08.2004,"13,40","35,90","-22,50"
SWB_00001,01.09.2004,"7,80","21,50","-13,70"
SWB_00001,01.10.2004,"24,70","16,10","8,60"
SWB_00001,01.11.2004,"45,60","10,90","34,70"
SWB_00001,01.12.2004,"56,50","5,80","50,70"
SWB_00001,01.01.2005,"42,30","5,10","37,20"
SWB_00001,01.02.2005,"33,70","6,40","27,30"
SWB_00001,01.03.2005,"52,60","25,80","26,80"
SWB_00001,01.04.2005,"31,90","36,50","-4,60"
SWB_00001,01.05.2005,"45,40","47,80","-2,40"
SWB_00001,01.06.2005,"30,90","50,90","-20,00"
SWB_00001,01.07.2005,"13,90","45,30","-31,40"
SWB_00001,01.08.2005,"25,30","37,50","-12,20"
SWB_00001,01.09.2005,"8,70","23,70","-15,00"
SWB_00001,01.10.2005,"15,90","14,40","1,50"
SWB_00001,01.11.2005,"24,30","7,20","17,10"
SWB_00001,01.12.2005,"30,90","7,20","23,70"
SWB_00001,01.01.2006,"50,00","3,50","46,50"
SWB_00001,01.02.2006,"42,70","12,60","30,10"
SWB_00001,01.03.2006,"39,20","24,10","15,10"
SWB_00001,01.04.2006,"30,40","38,50","-8,10"
SWB_00001,01.05.2006,"35,00","48,50","-13,50"
SWB_00001,01.06.2006,"22,60","43,70","-21,10"
SWB_00001,01.07.2006,"14,90","42,00","-27,10"
SWB_00001,01.08.2006,"5,80","30,10","-24,30"
SWB_00001,01.09.2006,"16,60","21,50","-4,90"
SWB_00001,01.10.2006,"43,80","17,20","26,60"
SWB_00001,01.11.2006,"39,60","9,80","29,80"
SWB_00001,01.12.2006,"23,90","3,50","20,40"
SWB_00001,01.01.2007,"15,00","6,60","8,40"
SWB_00001,01.02.2007,"31,80","11,10","20,70"
SWB_00001,01.03.2007,"59,90","22,20","37,70"
SWB_00001,01.04.2007,"47,20","43,00","4,20"
SWB_00001,01.05.2007,"40,90","54,00","-13,10"
SWB_00001,01.06.2007,"22,10","48,90","-26,80"
SWB_00001,01.07.2007,"29,60","43,50","-13,90"
SWB_00001,01.08.2007,"13,10","34,20","-21,10"
SWB_00001,01.09.2007,"6,40","19,80","-13,40"
SWB_00001,01.10.2007,"9,20","11,00","-1,80"
SWB_00001,01.11.2007,"29,30","9,30","20,00"
SWB_00001,01.12.2007,"42,60","5,30","37,30"
SWB_00001,01.01.2008,"18,30","2,20","16,10"
SWB_00001,01.02.2008,"30,00","7,00","23,00"
SWB_00001,01.03.2008,"26,40","29,50","-3,10"
SWB_00001,01.04.2008,"35,80","36,00","-0,20"
SWB_00001,01.05.2008,"33,80","48,80","-15,00"
SWB_00001,01.06.2008,"17,60","44,10","-26,50"
SWB_00001,01.07.2008,"20,10","39,50","-19,40"
SWB_00001,01.08.2008,"11,50","29,50","-18,00"
SWB_00001,01.09.2008,"18,20","18,80","-0,60"
SWB_00001,01.10.2008,"45,40","17,90","27,50"
SWB_00001,01.11.2008,"27,80","8,20","19,60"
SWB_00001,01.12.2008,"37,60","5,60","32,00"
SWB_00001,01.01.2009,"23,60","5,40","18,20"
SWB_00001,01.02.2009,"50,80","12,10","38,70"
SWB_00001,01.03.2009,"45,80","25,60","20,20"
SWB_00001,01.04.2009,"65,30","35,30","30,00"
SWB_00001,01.05.2009,"51,70","52,40","-0,70"
SWB_00001,01.06.2009,"30,90","49,70","-18,80"
SWB_00001,01.07.2009,"19,30","45,10","-25,80"
SWB_00001,01.08.2009,"20,90","37,90","-17,00"
SWB_00001,01.09.2009,"28,10","26,80","1,30"
SWB_00001,01.10.2009,"15,20","16,90","-1,70"
SWB_00001,01.11.2009,"34,80","11,50","23,30"
SWB_00001,01.12.2009,"37,00","6,80","30,20"
SWB_00001,01.01.2010,"45,70","7,70","38,00"
SWB_00001,01.02.2010,"59,80","8,90","50,90"
SWB_00001,01.03.2010,"49,20","25,60","23,60"
SWB_00001,01.04.2010,"44,80","40,50","4,30"
SWB_00001,01.05.2010,"55,80","48,70","7,10"
SWB_00001,01.06.2010,"42,90","49,30","-6,40"
SWB_00001,01.07.2010,"23,50","47,80","-24,30"
SWB_00001,01.08.2010,"13,70","34,40","-20,70"
SWB_00001,01.09.2010,"21,00","22,20","-1,20"
SWB_00001,01.10.2010,"30,00","16,60","13,40"
SWB_00001,01.11.2010,"11,80","8,30","3,50"
SWB_00001,01.12.2010,"12,40","6,80","5,60"
SWB_00001,01.01.2011,"15,30","6,60","8,70"
SWB_00001,01.02.2011,"47,90","7,90","40,00"
SWB_00001,01.03.2011,"32,90","21,90","11,00"
SWB_00001,01.04.2011,"24,10","37,30","-13,20"
SWB_00001,01.05.2011,"45,10","46,20","-1,10"
SWB_00001,01.06.2011,"31,30","44,00","-12,70"
SWB_00001,01.07.2011,"14,80","38,20","-23,40"
SWB_00001,01.08.2011,"13,90","30,80","-16,90"
SWB_00001,01.09.2011,"12,80","20,70","-7,90"
SWB_00001,01.10.2011,"38,00","15,40","22,60"
SWB_00001,01.11.2011,"68,90","6,80","62,10"
SWB_00001,01.12.2011,"27,60","3,80","23,80"
SWB_00001,01.01.2012,"17,70","5,00","12,70"
SWB_00001,01.02.2012,"26,80","5,80","21,00"
SWB_00001,01.03.2012,"51,10","18,50","32,60"
SWB_00001,01.04.2012,"28,00","38,90","-10,90"
SWB_00001,01.05.2012,"40,30","48,20","-7,90"
SWB_00001,01.06.2012,"30,00","46,10","-16,10"
SWB_00001,01.07.2012,"18,10","42,30","-24,20"
SWB_00001,01.08.2012,"11,30","32,10","-20,80"
SWB_00001,01.09.2012,"12,90","19,40","-6,50"
SWB_00001,01.10.2012,"14,60","12,70","1,90"
SWB_00001,01.11.2012,"33,50","8,70","24,80"
SWB_00001,01.12.2012,"30,50","6,30","24,20"
SWB_00001,01.01.2013,"31,80","8,00","23,80"
SWB_00001,01.02.2013,"29,00","10,50","18,50"
SWB_00001,01.03.2013,"47,40","24,00","23,40"
SWB_00001,01.04.2013,"38,60","36,00","2,60"
SWB_00001,01.05.2013,"38,10","47,20","-9,10"
SWB_00001,01.06.2013,"32,30","44,80","-12,50"
SWB_00001,01.07.2013,"19,00","40,30","-21,30"
SWB_00001,01.08.2013,"21,00","32,00","-11,00"
SWB_00001,01.09.2013,"9,50","19,60","-10,10"
SWB_00001,01.10.2013,"15,90","12,60","3,30"
SWB_00001,01.11.2013,"19,00","9,40","9,60"
SWB_00001,01.12.2013,"43,10","6,50","36,60"
SWB_00001,01.01.2014,"47,30","5,00","42,30"
SWB_00001,01.02.2014,"25,10","5,10","20,00"
SWB_00001,01.03.2014,"36,50","22,40","14,10"
SWB_00001,01.04.2014,"50,60","38,60","12,00"
SWB_00001,01.05.2014,"24,20","53,10","-28,90"
SWB_00001,01.06.2014,"28,00","46,20","-18,20"
SWB_00001,01.07.2014,"11,90","36,80","-24,90"
SWB_00001,01.08.2014,"10,90","29,40","-18,50"
SWB_00001,01.09.2014,"16,00","21,30","-5,30"
SWB_00001,01.10.2014,"43,60","17,30","26,30"
SWB_00001,01.11.2014,"41,40","8,20","33,20"
SWB_00001,01.12.2014,"20,20","6,30","13,90"
SWB_00001,01.01.2015,"34,20","5,80","28,40"
SWB_00001,01.02.2015,"41,00","10,40","30,60"
SWB_00001,01.03.2015,"44,50","21,20","23,30"
SWB_00001,01.04.2015,"40,50","39,10","1,40"
SWB_00001,01.05.2015,"46,10","53,00","-6,90"
SWB_00001,01.06.2015,"28,60","46,30","-17,70"
SWB_00001,01.07.2015,"14,90","39,80","-24,90"
SWB_00001,01.08.2015,"20,10","40,00","-19,90"
SWB_00001,01.09.2015,"16,80","23,70","-6,90"
SWB_00001,01.10.2015,"43,30","17,50","25,80"
SWB_00001,01.11.2015,"50,00","10,70","39,30"
SWB_00001,01.12.2015,"46,00","9,60","36,40"
SWB_00001,01.01.2016,"32,60","9,60","23,00"
SWB_00001,01.02.2016,"7,20","13,30","-6,10"
SWB_00001,01.03.2016,"52,10","27,70","24,40"
SWB_00001,01.04.2016,"50,80","41,50","9,30"
SWB_00001,01.05.2016,"87,20","55,20","32,00"
SWB_00001,01.06.2016,"38,10","53,50","-15,40"
SWB_00001,01.07.2016,"35,20","46,90","-11,70"
SWB_00001,01.08.2016,"13,80","37,10","-23,30"
SWB_00001,01.09.2016,"16,60","25,10","-8,50"
SWB_00001,01.10.2016,"38,30","16,00","22,30"
SWB_00001,01.11.2016,"36,20","9,60","26,60"
SWB_00001,01.12.2016,"59,90","8,30","51,60"
SWB_00001,01.01.2017,"31,80","5,50","26,30"
SWB_00001,01.02.2017,"50,40","7,00","43,40"
SWB_00001,01.03.2017,"46,40","22,70","23,70"
SWB_00001,01.04.2017,"61,00","39,20","21,80"
SWB_00001,01.05.2017,"43,70","56,90","-13,20"
SWB_00001,01.06.2017,"28,00","49,40","-21,40"
SWB_00001,01.07.2017,"18,90","44,60","-25,70"
SWB_00001,01.08.2017,"12,60","34,00","-21,40"
SWB_00001,01.09.2017,"16,40","21,50","-5,10"
SWB_00001,01.10.2017,"29,20","19,40","9,80"
SWB_00001,01.11.2017,"19,30","10,20","9,10"
SWB_00001,01.12.2017,"33,70","7,10","26,60"
SWB_00001,01.01.2018,"19,70","7,30","12,40"
SWB_00001,01.02.2018,"33,60","8,50","25,10"
SWB_00001,01.03.2018,"61,70","26,00","35,70"
SWB_00001,01.04.2018,"35,80","38,60","-2,80"
SWB_00001,01.05.2018,"42,40","44,20","-1,80"
SWB_00001,01.06.2018,"32,20","42,70","-10,50"
SWB_00001,01.07.2018,"15,70","39,50","-23,80"
SWB_00001,01.08.2018,"12,70","31,00","-18,30"
SWB_00001,01.09.2018,"12,50","19,90","-7,40"
SWB_00001,01.10.2018,"36,50","15,80","20,70"
SWB_00001,01.11.2018,"43,70","8,60","35,10"
SWB_00001,01.12.2018,"26,10","5,50","20,60"
SWB_00001,01.01.2019,"36,60","7,60","29,00"
SWB_00001,01.02.2019,"28,10","10,10","18,00"
SWB_00001,01.03.2019,"44,10","25,10","19,00"
SWB_00001,01.04.2019,"83,90","38,30","45,60"
SWB_00001,01.05.2019,"31,80","51,80","-20,00"
SWB_00001,01.06.2019,"35,90","44,90","-9,00"
SWB_00001,01.07.2019,"14,80","43,60","-28,80"
SWB_00001,01.08.2019,"11,60","31,10","-19,50"
SWB_00001,01.09.2019,"20,80","22,90","-2,10"
SWB_00001,01.10.2019,"20,80","15,50","5,30"
SWB_00001,01.11.2019,"21,70","7,70","14,00"
SWB_00001,01.12.2019,"37,90","7,60","30,30"
SWB_00001,01.01.2020,"33,20","5,00","28,20"
SWB_00001,01.02.2020,"43,50","12,60","30,90"
SWB_00001,01.03.2020,"24,10","28,50","-4,40"
SWB_00001,01.04.2020,"61,70","37,60","24,10"
SWB_00001,01.05.2020,"58,00","56,70","1,30"
SWB_00001,01.06.2020,"31,80","42,10","-10,30"
SWB_00001,01.07.2020,"29,30","41,80","-12,50"
SWB_00001,01.08.2020,"28,20","35,30","-7,10"
SWB_00001,01.09.2020,"12,90","20,50","-7,60"
SWB_00001,01.10.2020,"16,60","11,60","5,00"
SWB_00001,01.11.2020,"27,40","7,20","20,20"
SWB_00001,01.12.2020,"13,20","3,40","9,80"
SWB_00001,01.01.2021,"16,40","6,70","9,70"
SWB_00001,01.02.2021,"35,80","11,40","24,40"
SWB_00001,01.03.2021,"85,20","23,20","62,00"
SWB_00001,01.04.2021,"29,60","36,50","-6,90"
SWB_00001,01.05.2021,"31,80","49,40","-17,60"
SWB_00001,01.06.2021,"25,90","41,10","-15,20"
SWB_00001,01.07.2021,"27,60","39,90","-12,30"
SWB_00001,01.08.2021,"18,00","29,80","-11,80"
SWB_00001,01.09.2021,"3,20","19,70","-16,50"
SWB_00001,01.10.2021,"27,70","14,30","13,40"
SWB_00001,01.11.2021,"17,10","8,00","9,10"
SWB_00001,01.12.2021,"16,90","7,10","9,80"
SWB_00001,01.01.2022,"35,20","6,10","29,10"
SWB_00001,01.02.2022,"23,40","10,40","13,00"
SWB_00001,01.03.2022,"106,60","21,20","85,40"
SWB_00001,01.04.2022,"27,70","42,70","-15,00"
SWB_00001,01.05.2022,"53,80","51,90","1,90"
SWB_00001,01.06.2022,"29,40","46,40","-17,00"
SWB_00001,01.07.2022,"10,10","42,40","-32,30"
SWB_00001,01.08.2022,"12,80","33,50","-20,70"
SWB_00001,01.09.2022,"5,70","20,60","-14,90"
SWB_00001,01.10.2022,"40,50","14,40","26,10"
SWB_00001,01.11.2022,"52,20","10,70","41,50"
SWB_00001,01.12.2022,"16,50","4,30","12,20"
SWB_00001,01.01.2023,"24,30","5,80","18,50"
SWB_00001,01.02.2023,"50,40","10,40","40,00"
SWB_00001,01.03.2023,"21,90","29,80","-7,90"
SWB_00001,01.04.2023,"34,70","38,60","-3,90"
SWB_00001,01.05.2023,"31,90","45,10","-13,20"
SWB_00001,01.06.2023,"21,80","40,40","-18,60"
SWB_00001,01.07.2023,"17,20","39,90","-22,70"
SWB_00001,01.08.2023,"25,70","35,00","-9,30"
SWB_00001,01.09.2023,"14,80","22,40","-7,60"
SWB_00001,01.10.2023,"26,40","18,00","8,40"
SWB_00001,01.11.2023,"25,30","12,60","12,70"
SWB_00001,01.12.2023,"29,00","8,20","20,80"
NWB_00006,01.01.2000,"27,10","1,30","25,80"
NWB_00006,01.02.2000,"14,20","2,10","12,10"
NWB_00006,01.03.2000,"26,20","6,70","19,50"
NWB_00006,01.04.2000,"28,70","39,70","-11,00"
NWB_00006,01.05.2000,"74,80","63,90","10,90"
NWB_00006,01.06.2000,"65,80","73,00","-7,20"
NWB_00006,01.07.2000,"51,00","60,20","-9,20"
NWB_00006,01.08.2000,"41,40","51,80","-10,40"
NWB_00006,01.09.2000,"44,50","37,80","6,70"
NWB_00006,01.10.2000,"27,30","15,80","11,50"
NWB_00006,01.11.2000,"13,50","6,40","7,10"
NWB_00006,01.12.2000,"43,70","1,40","42,30"
NWB_00006,01.01.2001,"30,40","1,90","28,50"
NWB_00006,01.02.2001,"32,00","2,30","29,70"
NWB_00006,01.03.2001,"21,00","9,20","11,80"
NWB_00006,01.04.2001,"9,50","38,00","-28,50"
NWB_00006,01.05.2001,"35,60","71,30","-35,70"
NWB_00006,01.06.2001,"60,20","67,30","-7,10"
NWB_00006,01.07.2001,"53,30","64,00","-10,70"
NWB_00006,01.08.2001,"48,40","48,10","0,30"
NWB_00006,01.09.2001,"43,10","36,10","7,00"
NWB_00006,01.10.2001,"76,10","18,20","57,90"
NWB_00006,01.11.2001,"30,80","8,70","22,10"
NWB_00006,01.12.2001,"13,30","1,10","12,20"
NWB_00006,01.01.2002,"29,00","1,90","27,10"
NWB_00006,01.02.2002,"19,40","2,50","16,90"
NWB_00006,01.03.2002,"32,60","12,50","20,10"
NWB_00006,01.04.2002,"37,10","31,40","5,70"
NWB_00006,01.05.2002,"49,00","69,10","-20,10"
NWB_00006,01.06.2002,"55,80","62,70","-6,90"
NWB_00006,01.07.2002,"23,80","62,40","-38,60"
NWB_00006,01.08.2002,"74,40","50,30","24,10"
NWB_00006,01.09.2002,"21,40","46,90","-25,50"
NWB_00006,01.10.2002,"30,90","22,40","8,50"
NWB_00006,01.11.2002,"43,20","8,10","35,10"
NWB_00006,01.12.2002,"19,50","1,30","18,20"
NWB_00006,01.01.2003,"18,30","2,40","15,90"
NWB_00006,01.02.2003,"10,50","2,60","7,90"
NWB_00006,01.03.2003,"8,10","7,20","0,90"
NWB_00006,01.04.2003,"22,20","35,80","-13,60"
NWB_00006,01.05.2003,"84,20","62,00","22,20"
NWB_00006,01.06.2003,"70,90","65,60","5,30"
NWB_00006,01.07.2003,"55,90","62,30","-6,40"
NWB_00006,01.08.2003,"27,90","62,20","-34,30"
NWB_00006,01.09.2003,"31,60","39,50","-7,90"
NWB_00006,01.10.2003,"33,80","16,00","17,80"
NWB_00006,01.11.2003,"15,10","5,00","10,10"
NWB_00006,01.12.2003,"10,60","1,80","8,80"
NWB_00006,01.01.2004,"2,80","0,80","2,00"
NWB_00006,01.02.2004,"11,30","2,20","9,10"
NWB_00006,01.03.2004,"31,10","10,80","20,30"
NWB_00006,01.04.2004,"35,20","32,10","3,10"
NWB_00006,01.05.2004,"9,50","71,70","-62,20"
NWB_00006,01.06.2004,"27,00","77,70","-50,70"
NWB_00006,01.07.2004,"35,10","55,30","-20,20"
NWB_00006,01.08.2004,"21,00","40,70","-19,70"
NWB_00006,01.09.2004,"35,30","32,40","2,90"
NWB_00006,01.10.2004,"65,60","19,00","46,60"
NWB_00006,01.11.2004,"30,50","8,00","22,50"
NWB_00006,01.12.2004,"33,30","1,10","32,20"
NWB_00006,01.01.2005,"10,50","0,80","9,70"
NWB_00006,01.02.2005,"8,70","1,70","7,00"
NWB_00006,01.03.2005,"45,50","7,10","38,40"
NWB_00006,01.04.2005,"21,90","33,10","-11,20"
NWB_00006,01.05.2005,"34,70","66,10","-31,40"
NWB_00006,01.06.2005,"41,10","67,90","-26,80"
NWB_00006,01.07.2005,"45,10","66,00","-20,90"
NWB_00006,01.08.2005,"51,00","50,20","0,80"
NWB_00006,01.09.2005,"29,80","35,50","-5,70"
NWB_00006,01.10.2005,"20,10","14,10","6,00"
NWB_00006,01.11.2005,"4,70","6,00","-1,30"
NWB_00006,01.12.2005,"11,20","2,90","8,30"
NWB_00006,01.01.2006,"16,80","0,90","15,90"
NWB_00006,01.02.2006,"15,10","2,20","12,90"
NWB_00006,01.03.2006,"16,70","19,00","-2,30"
NWB_00006,01.04.2006,"54,30","33,60","20,70"
NWB_00006,01.05.2006,"35,80","71,60","-35,80"
NWB_00006,01.06.2006,"53,00","70,80","-17,80"
NWB_00006,01.07.2006,"61,20","53,20","8,00"
NWB_00006,01.08.2006,"31,80","40,70","-8,90"
NWB_00006,01.09.2006,"18,90","32,10","-13,20"
NWB_00006,01.10.2006,"44,20","17,00","27,20"
NWB_00006,01.11.2006,"35,10","7,00","28,10"
NWB_00006,01.12.2006,"25,70","2,40","23,30"
NWB_00006,01.01.2007,"23,70","2,00","21,70"
NWB_00006,01.02.2007,"38,40","2,00","36,40"
NWB_00006,01.03.2007,"6,90","7,70","-0,80"
NWB_00006,01.04.2007,"36,40","40,00","-3,60"
NWB_00006,01.05.2007,"62,20","72,00","-9,80"
NWB_00006,01.06.2007,"31,60","71,30","-39,70"
NWB_00006,01.07.2007,"56,20","69,10","-12,90"
NWB_00006,01.08.2007,"25,50","53,50","-28,00"
NWB_00006,01.09.2007,"42,30","32,20","10,10"
NWB_00006,01.10.2007,"7,50","17,60","-10,10"
NWB_00006,01.11.2007,"28,10","7,30","20,80"
NWB_00006,01.12.2007,"13,60","1,60","12,00"
NWB_00006,01.01.2008,"8,50","1,30","7,20"
NWB_00006,01.02.2008,"24,90","3,20","21,70"
NWB_00006,01.03.2008,"35,00","14,20","20,80"
NWB_00006,01.04.2008,"18,30","39,90","-21,60"
NWB_00006,01.05.2008,"54,50","64,50","-10,00"
NWB_00006,01.06.2008,"42,40","73,20","-30,80"
NWB_00006,01.07.2008,"45,90","62,80","-16,90"
NWB_00006,01.08.2008,"21,30","34,80","-13,50"
NWB_00006,01.09.2008,"47,10","25,90","21,20"
NWB_00006,01.10.2008,"16,30","15,30","1,00"
NWB_00006,01.11.2008,"16,30","10,90","5,40"
NWB_00006,01.12.2008,"8,40","5,90","2,50"
NWB_00006,01.01.2009,"22,60","1,70","20,90"
NWB_00006,01.02.2009,"25,50","1,90","23,60"
NWB_00006,01.03.2009,"19,90","10,50","9,40"
NWB_00006,01.04.2009,"28,50","37,70","-9,20"
NWB_00006,01.05.2009,"42,30","69,90","-27,60"
NWB_00006,01.06.2009,"22,30","62,10","-39,80"
NWB_00006,01.07.2009,"37,50","42,00","-4,50"
NWB_00006,01.08.2009,"59,60","41,60","18,00"
NWB_00006,01.09.2009,"13,90","27,20","-13,30"
NWB_00006,01.10.2009,"31,70","18,90","12,80"
NWB_00006,01.11.2009,"8,20","5,90","2,30"
NWB_00006,01.12.2009,"36,20","2,90","33,30"
NWB_00006,01.01.2010,"24,10","1,40","22,70"
NWB_00006,01.02.2010,"9,30","2,40","6,90"
NWB_00006,01.03.2010,"24,70","7,50","17,20"
NWB_00006,01.04.2010,"13,80","43,90","-30,10"
NWB_00006,01.05.2010,"18,50","73,90","-55,40"
NWB_00006,01.06.2010,"15,30","59,80","-44,50"
NWB_00006,01.07.2010,"55,70","45,70","10,00"
NWB_00006,01.08.2010,"26,00","38,90","-12,90"
NWB_00006,01.09.2010,"19,10","21,00","-1,90"
NWB_00006,01.10.2010,"13,20","14,60","-1,40"
NWB_00006,01.11.2010,"48,80","11,90","36,90"
NWB_00006,01.12.2010,"28,50","2,60","25,90"
NWB_00006,01.01.2011,"5,10","1,40","3,70"
NWB_00006,01.02.2011,"19,50","1,50","18,00"
NWB_00006,01.03.2011,"21,20","6,50","14,70"
NWB_00006,01.04.2011,"34,50","39,40","-4,90"
NWB_00006,01.05.2011,"32,50","73,10","-40,60"
NWB_00006,01.06.2011,"94,10","66,30","27,80"
NWB_00006,01.07.2011,"60,20","65,50","-5,30"
NWB_00006,01.08.2011,"40,70","45,00","-4,30"
NWB_00006,01.09.2011,"53,90","35,30","18,60"
NWB_00006,01.10.2011,"37,60","17,10","20,50"
NWB_00006,01.11.2011,"25,20","6,90","18,30"
NWB_00006,01.12.2011,"10,50","1,50","9,00"
NWB_00006,01.01.2012,"2,50","0,70","1,80"
NWB_00006,01.02.2012,"2,20","1,90","0,30"
NWB_00006,01.03.2012,"27,60","8,50","19,10"
NWB_00006,01.04.2012,"20,10","51,30","-31,20"
NWB_00006,01.05.2012,"27,10","79,40","-52,30"
NWB_00006,01.06.2012,"25,70","63,60","-37,90"
NWB_00006,01.07.2012,"31,00","38,20","-7,20"
NWB_00006,01.08.2012,"40,30","48,30","-8,00"
NWB_00006,01.09.2012,"21,20","29,30","-8,10"
NWB_00006,01.10.2012,"31,00","22,20","8,80"
NWB_00006,01.11.2012,"45,30","8,20","37,10"
NWB_00006,01.12.2012,"23,10","1,30","21,80"
NWB_00006,01.01.2013,"28,60","1,40","27,20"
NWB_00006,01.02.2013,"16,20","2,20","14,00"
NWB_00006,01.03.2013,"30,80","7,60","23,20"
NWB_00006,01.04.2013,"35,50","39,50","-4,00"
NWB_00006,01.05.2013,"39,10","73,90","-34,80"
NWB_00006,01.06.2013,"14,60","72,30","-57,70"
NWB_00006,01.07.2013,"80,90","60,70","20,20"
NWB_00006,01.08.2013,"96,80","55,70","41,10"
NWB_00006,01.09.2013,"27,80","34,70","-6,90"
NWB_00006,01.10.2013,"24,70","21,10","3,60"
NWB_00006,01.11.2013,"18,80","14,10","4,70"
NWB_00006,01.12.2013,"33,00","4,60","28,40"
NWB_00006,01.01.2014,"29,00","1,70","27,30"
NWB_00006,01.02.2014,"21,20","2,30","18,90"
NWB_00006,01.03.2014,"31,00","10,50","20,50"
NWB_00006,01.04.2014,"20,70","39,90","-19,20"
NWB_00006,01.05.2014,"31,30","79,40","-48,10"
NWB_00006,01.06.2014,"25,60","71,60","-46,00"
NWB_00006,01.07.2014,"95,60","55,70","39,90"
NWB_00006,01.08.2014,"27,10","50,00","-22,90"
NWB_00006,01.09.2014,"15,70","28,60","-12,90"
NWB_00006,01.10.2014,"52,70","17,70","35,00"
NWB_00006,01.11.2014,"17,00","6,90","10,10"
NWB_00006,01.12.2014,"28,50","3,30","25,20"
NWB_00006,01.01.2015,"22,60","1,90","20,70"
NWB_00006,01.02.2015,"5,80","2,70","3,10"
NWB_00006,01.03.2015,"10,90","11,00","-0,10"
NWB_00006,01.04.2015,"23,90","42,80","-18,90"
NWB_00006,01.05.2015,"84,90","65,20","19,70"
NWB_00006,01.06.2015,"43,60","71,30","-27,70"
NWB_00006,01.07.2015,"48,30","54,70","-6,40"
NWB_00006,01.08.2015,"33,50","50,50","-17,00"
NWB_00006,01.09.2015,"26,60","34,50","-7,90"
NWB_00006,01.10.2015,"39,90","22,80","17,10"
NWB_00006,01.11.2015,"40,30","3,60","36,70"
NWB_00006,01.12.2015,"44,70","1,50","43,20"
NWB_00006,01.01.2016,"28,40","2,10","26,30"
NWB_00006,01.02.2016,"25,20","2,90","22,30"
NWB_00006,01.03.2016,"29,60","8,10","21,50"
NWB_00006,01.04.2016,"43,30","42,00","1,30"
NWB_00006,01.05.2016,"21,90","77,80","-55,90"
NWB_00006,01.06.2016,"71,60","68,70","2,90"
NWB_00006,01.07.2016,"62,60","71,00","-8,40"
NWB_00006,01.08.2016,"18,60","59,60","-41,00"
NWB_00006,01.09.2016,"56,20","42,70","13,50"
NWB_00006,01.10.2016,"30,80","13,70","17,10"
NWB_00006,01.11.2016,"35,40","5,90","29,50"
NWB_00006,01.12.2016,"32,90","1,40","31,50"
