WATERSHED_ID,Date,SM(0-100 cm),SM(0-289 cm)
NWB_00010,01.04.2002,"96,43","172,55"
NWB_00010,01.05.2002,"85,59","166,41"
NWB_00010,01.06.2002,"75,29","158,54"
NWB_00010,01.07.2002,"67,96","152,27"
NWB_00010,01.08.2002,"67,34","150,88"
NWB_00010,01.09.2002,"66,07","149,46"
NWB_00010,01.10.2002,"69,21","151,70"
NWB_00010,01.11.2002,"73,82","155,09"
NWB_00010,01.12.2002,"75,19","156,20"
NWB_00010,01.01.2003,"77,38","157,96"
NWB_00010,01.02.2003,"79,84","159,93"
NWB_00010,01.03.2003,"81,32","161,20"
NWB_00010,01.04.2003,"86,34","165,26"
NWB_00010,01.05.2003,"78,62","159,80"
NWB_00010,01.06.2003,"72,82","155,18"
NWB_00010,01.07.2003,"71,12","153,48"
NWB_00010,01.08.2003,"67,29","150,05"
NWB_00010,01.09.2003,"66,38","148,89"
NWB_00010,01.10.2003,"65,25","147,94"
NWB_00010,01.11.2003,"76,62","156,34"
NWB_00010,01.12.2003,"79,45","158,41"
NWB_00010,01.01.2004,"80,70","159,35"
NWB_00010,01.02.2004,"83,13","161,21"
NWB_00010,01.03.2004,"86,90","164,23"
NWB_00010,01.04.2004,"91,11","168,51"
NWB_00010,01.05.2004,"77,57","159,09"
NWB_00010,01.06.2004,"70,80","153,48"
NWB_00010,01.07.2004,"70,04","152,23"
NWB_00010,01.08.2004,"66,57","149,01"
NWB_00010,01.09.2004,"65,47","147,69"
NWB_00010,01.10.2004,"66,46","148,27"
NWB_00010,01.11.2004,"74,44","154,20"
NWB_00010,01.12.2004,"80,04","158,46"
NWB_00010,01.01.2005,"83,43","161,19"
NWB_00010,01.02.2005,"83,92","161,83"
NWB_00010,01.03.2005,"87,84","165,09"
NWB_00010,01.04.2005,"90,17","167,73"
NWB_00010,01.05.2005,"81,18","161,95"
NWB_00010,01.06.2005,"70,25","153,28"
NWB_00010,01.07.2005,"66,27","149,51"
NWB_00010,01.08.2005,"65,36","148,02"
NWB_00010,01.09.2005,"65,09","147,36"
NWB_00010,01.10.2005,"62,96","145,19"
NWB_00010,01.11.2005,"64,83","146,44"
NWB_00010,01.12.2005,"67,86","148,62"
NWB_00010,01.01.2006,"68,52","149,05"
NWB_00010,01.02.2006,"70,42","150,43"
NWB_00010,01.03.2006,"77,43","155,65"
NWB_00010,01.04.2006,"78,28","156,29"
NWB_00010,01.05.2006,"72,42","151,81"
NWB_00010,01.06.2006,"66,35","146,66"
NWB_00010,01.07.2006,"65,42","145,23"
NWB_00010,01.08.2006,"64,39","143,87"
NWB_00010,01.09.2006,"64,62","143,61"
NWB_00010,01.10.2006,"67,00","145,35"
NWB_00010,01.11.2006,"72,02","149,09"
NWB_00010,01.12.2006,"76,34","152,34"
NWB_00010,01.01.2007,"80,32","155,36"
NWB_00010,01.02.2007,"84,69","158,86"
NWB_00010,01.03.2007,"85,47","159,84"
NWB_00010,01.04.2007,"90,70","164,71"
NWB_00010,01.05.2007,"87,17","164,74"
NWB_00010,01.06.2007,"72,97","154,20"
NWB_00010,01.07.2007,"68,31","149,99"
NWB_00010,01.08.2007,"65,50","147,07"
NWB_00010,01.09.2007,"67,62","148,07"
NWB_00010,01.10.2007,"64,89","145,80"
NWB_00010,01.11.2007,"67,11","147,35"
NWB_00010,01.12.2007,"70,36","149,74"
NWB_00010,01.01.2008,"70,02","149,51"
NWB_00010,01.02.2008,"70,83","150,08"
NWB_00010,01.03.2008,"79,17","156,34"
NWB_00010,01.04.2008,"77,68","155,83"
NWB_00010,01.05.2008,"72,21","151,72"
NWB_00010,01.06.2008,"67,84","148,00"
NWB_00010,01.07.2008,"65,05","145,29"
NWB_00010,01.08.2008,"63,18","143,17"
NWB_00010,01.09.2008,"65,65","144,57"
NWB_00010,01.10.2008,"65,44","144,28"
NWB_00010,01.11.2008,"62,48","141,98"
NWB_00010,01.12.2008,"65,46","144,18"
NWB_00010,01.01.2009,"66,31","144,81"
NWB_00010,01.02.2009,"68,19","146,21"
NWB_00010,01.03.2009,"73,19","149,95"
NWB_00010,01.04.2009,"75,42","151,65"
NWB_00010,01.05.2009,"69,85","147,42"
NWB_00010,01.06.2009,"63,83","142,42"
NWB_00010,01.07.2009,"61,27","139,73"
NWB_00010,01.08.2009,"62,99","140,39"
NWB_00010,01.09.2009,"62,93","140,06"
NWB_00010,01.10.2009,"62,53","139,65"
NWB_00010,01.11.2009,"66,39","142,51"
NWB_00010,01.12.2009,"71,32","146,23"
NWB_00010,01.01.2010,"61,05","129,24"
NWB_00010,01.02.2010,"61,34","129,48"
NWB_00010,01.03.2010,"64,24","131,66"
NWB_00010,01.04.2010,"71,49","137,26"
NWB_00010,01.05.2010,"62,73","130,94"
NWB_00010,01.06.2010,"56,95","126,33"
NWB_00010,01.07.2010,"55,52","124,76"
NWB_00010,01.08.2010,"56,75","125,25"
NWB_00010,01.09.2010,"56,97","125,24"
NWB_00010,01.10.2010,"59,72","127,27"
NWB_00010,01.11.2010,"63,54","130,13"
NWB_00010,01.12.2010,"68,58","133,95"
NWB_00010,01.01.2011,"72,90","137,45"
NWB_00010,01.02.2011,"74,63","139,21"
NWB_00010,01.03.2011,"76,29","140,89"
NWB_00010,01.04.2011,"82,17","146,33"
NWB_00010,01.05.2011,"70,34","138,86"
NWB_00010,01.06.2011,"61,73","132,31"
NWB_00010,01.07.2011,"58,34","129,40"
NWB_00010,01.08.2011,"58,47","129,11"
NWB_00010,01.09.2011,"61,02","130,87"
NWB_00010,01.10.2011,"66,83","135,25"
NWB_00010,01.11.2011,"67,57","135,90"
NWB_00010,01.12.2011,"68,71","136,88"
NWB_00010,01.01.2012,"69,33","137,48"
NWB_00010,01.02.2012,"69,06","137,41"
NWB_00010,01.03.2012,"72,02","139,74"
NWB_00010,01.04.2012,"75,97","143,26"
NWB_00010,01.05.2012,"64,06","134,61"
NWB_00010,01.06.2012,"58,81","130,33"
NWB_00010,01.07.2012,"56,89","128,40"
NWB_00010,01.08.2012,"57,00","128,00"
NWB_00010,01.09.2012,"58,21","128,72"
NWB_00010,01.10.2012,"57,42","128,07"
NWB_00010,01.11.2012,"59,23","129,42"
NWB_00010,01.12.2012,"62,54","131,91"
NWB_00010,01.01.2013,"64,10","133,13"
NWB_00010,01.02.2013,"67,48","135,72"
NWB_00010,01.03.2013,"71,19","138,59"
NWB_00010,01.04.2013,"72,01","139,91"
NWB_00010,01.05.2013,"62,51","133,23"
NWB_00010,01.06.2013,"58,46","129,88"
NWB_00010,01.07.2013,"57,34","128,57"
NWB_00010,01.08.2013,"61,39","131,39"
NWB_00010,01.09.2013,"63,59","133,01"
NWB_00010,01.10.2013,"70,72","138,43"
NWB_00010,01.11.2013,"71,87","139,54"
NWB_00010,01.12.2013,"74,05","141,54"
NWB_00010,01.01.2014,"74,64","142,40"
NWB_00010,01.02.2014,"75,26","143,31"
NWB_00010,01.03.2014,"78,18","145,95"
NWB_00010,01.04.2014,"80,63","149,34"
NWB_00010,01.05.2014,"66,55","139,60"
NWB_00010,01.06.2014,"59,74","134,05"
NWB_00010,01.07.2014,"58,17","132,32"
NWB_00010,01.08.2014,"56,98","130,93"
NWB_00010,01.09.2014,"57,37","130,89"
NWB_00010,01.10.2014,"60,40","133,06"
NWB_00010,01.11.2014,"63,31","135,21"
NWB_00010,01.12.2014,"66,40","137,53"
NWB_00010,01.01.2015,"62,47","159,20"
NWB_00010,01.02.2015,"63,50","159,86"
NWB_00010,01.03.2015,"66,74","162,18"
NWB_00010,01.04.2015,"72,55","166,41"
NWB_00010,01.05.2015,"68,62","163,38"
NWB_00010,01.06.2015,"61,30","157,27"
NWB_00010,01.07.2015,"59,42","154,89"
NWB_00010,01.08.2015,"57,71","152,79"
NWB_00010,01.09.2015,"58,19","152,70"
NWB_00010,01.10.2015,"58,18","152,46"
NWB_00010,01.11.2015,"65,29","157,74"
NWB_00010,01.12.2015,"72,11","162,83"
NWB_00010,01.01.2016,"77,93","167,25"
NWB_00010,01.02.2016,"82,15","170,57"
NWB_00010,01.03.2016,"90,93","177,93"
NWB_00010,01.04.2016,"97,17","185,88"
NWB_00010,01.05.2016,"88,29","181,23"
NWB_00010,01.06.2016,"76,27","172,20"
NWB_00010,01.07.2016,"70,14","166,86"
NWB_00010,01.08.2016,"65,09","162,20"
NWB_00010,01.09.2016,"67,53","163,48"
NWB_00010,01.10.2016,"69,59","164,90"
NWB_00010,01.11.2016,"75,00","168,93"
NWB_00010,01.12.2016,"78,50","171,65"
NWB_00010,01.01.2017,"79,29","172,41"
NWB_00010,01.02.2017,"80,10","173,18"
NWB_00010,01.03.2017,"86,00","177,86"
NWB_00010,01.04.2017,"88,98","181,36"
NWB_00010,01.05.2017,"75,47","172,23"
NWB_00010,01.06.2017,"70,08","167,78"
NWB_00010,01.07.2017,"64,71","162,90"
NWB_00010,01.08.2017,"61,77","159,73"
NWB_00010,01.09.2017,"61,21","158,65"
NWB_00010,01.10.2017,"62,84","159,65"
NWB_00010,01.11.2017,"70,98","165,68"
NWB_00010,01.12.2017,"74,06","167,99"
NWB_00010,01.01.2018,"75,92","169,44"
NWB_00010,01.02.2018,"76,45","169,90"
NWB_00010,01.03.2018,"79,65","172,40"
NWB_00010,01.04.2018,"82,28","174,60"
NWB_00010,01.05.2018,"68,46","164,28"
NWB_00010,01.06.2018,"63,27","159,74"
NWB_00010,01.07.2018,"59,74","156,04"
NWB_00010,01.08.2018,"60,28","155,60"
NWB_00010,01.09.2018,"58,81","153,99"
NWB_00010,01.10.2018,"58,75","153,75"
NWB_00010,01.11.2018,"60,23","154,78"
NWB_00010,01.12.2018,"63,04","156,86"
NWB_00010,01.01.2019,"64,87","158,21"
NWB_00010,01.02.2019,"66,37","159,32"
NWB_00010,01.03.2019,"72,76","164,11"
NWB_00010,01.04.2019,"79,11","169,38"
NWB_00010,01.05.2019,"67,15","160,45"
NWB_00010,01.06.2019,"61,34","155,40"
NWB_00010,01.07.2019,"61,00","154,31"
NWB_00010,01.08.2019,"60,22","153,11"
NWB_00010,01.09.2019,"61,57","153,77"
NWB_00010,01.10.2019,"62,50","154,38"
NWB_00010,01.11.2019,"62,91","154,65"
NWB_00010,01.12.2019,"64,84","156,10"
NWB_00010,01.01.2020,"66,26","157,18"
NWB_00010,01.02.2020,"70,00","159,98"
NWB_00010,01.03.2020,"74,01","163,07"
NWB_00010,01.04.2020,"74,76","164,10"
NWB_00010,01.05.2020,"67,01","158,45"
NWB_00010,01.06.2020,"61,23","153,55"
NWB_00010,01.07.2020,"59,09","151,09"
NWB_00010,01.08.2020,"60,65","151,62"
NWB_00010,01.09.2020,"59,65","150,53"
NWB_00010,01.10.2020,"56,77","148,24"
NWB_00010,01.11.2020,"57,16","148,49"
NWB_00010,01.12.2020,"57,52","148,73"
NWB_00010,01.01.2021,"57,84","148,96"
NWB_00010,01.02.2021,"61,76","151,89"
NWB_00010,01.03.2021,"66,31","155,30"
NWB_00010,01.04.2021,"75,14","162,20"
NWB_00010,01.05.2021,"67,42","157,39"
NWB_00010,01.06.2021,"61,85","152,80"
NWB_00010,01.07.2021,"60,44","150,94"
NWB_00010,01.08.2021,"58,05","148,38"
NWB_00010,01.09.2021,"60,04","149,45"
NWB_00010,01.10.2021,"59,83","149,23"
NWB_00010,01.11.2021,"61,80","150,68"
NWB_00010,01.12.2021,"67,81","155,18"
NWB_00010,01.01.2022,"72,05","158,38"
NWB_00010,01.02.2022,"74,11","159,98"
NWB_00010,01.03.2022,"80,12","164,74"
NWB_00010,01.04.2022,"83,40","168,41"
NWB_00010,01.05.2022,"78,64","165,67"
NWB_00010,01.06.2022,"69,02","158,47"
NWB_00010,01.07.2022,"65,42","155,29"
NWB_00010,01.08.2022,"61,46","151,73"
NWB_00010,01.09.2022,"62,63","152,20"
NWB_00010,01.10.2022,"64,25","153,34"
NWB_00010,01.11.2022,"75,17","161,54"
NWB_00010,01.12.2022,"78,54","164,33"
NWB_00010,01.01.2023,"81,04","166,72"
NWB_00010,01.02.2023,"81,28","167,45"
NWB_00010,01.03.2023,"85,19","171,06"
NWB_00010,01.04.2023,"81,01","169,52"
NWB_00010,01.05.2023,"71,28","162,45"
NWB_00010,01.06.2023,"64,82","157,07"
NWB_00010,01.07.2023,"63,10","155,13"
NWB_00010,01.08.2023,"60,98","152,87"
NWB_00010,01.09.2023,"65,48","155,92"
NWB_00010,01.10.2023,"69,67","158,98"
NWB_00010,01.11.2023,"81,21","167,80"
NWB_00010,01.12.2023,"89,52","175,16"
