WATERSHED_ID,Date,SM(0-100 cm),SM(0-289 cm)
SWB_00002,01.06.2000,"80,71","174,66"
SWB_00002,01.07.2000,"77,07","171,76"
SWB_00002,01.08.2000,"75,56","170,10"
SWB_00002,01.09.2000,"74,10","168,45"
SWB_00002,01.10.2000,"80,97","173,24"
SWB_00002,01.11.2000,"84,42","175,68"
SWB_00002,01.12.2000,"85,85","176,66"
SWB_00002,01.01.2001,"87,12","177,58"
SWB_00002,01.02.2001,"88,48","178,64"
SWB_00002,01.03.2001,"93,00","182,22"
SWB_00002,01.04.2001,"95,19","185,55"
SWB_00002,01.05.2001,"87,56","181,53"
SWB_00002,01.06.2001,"82,95","178,12"
SWB_00002,01.07.2001,"81,57","176,62"
SWB_00002,01.08.2001,"81,20","175,91"
SWB_00002,01.09.2001,"80,17","174,71"
SWB_00002,01.10.2001,"82,38","175,96"
SWB_00002,01.11.2001,"85,91","178,42"
SWB_00002,01.12.2001,"86,95","179,08"
SWB_00002,01.01.2002,"91,28","182,29"
SWB_00002,01.02.2002,"93,68","184,26"
SWB_00002,01.03.2002,"97,14","187,30"
SWB_00002,01.04.2002,"98,98","190,71"
SWB_00002,01.05.2002,"97,01","191,82"
SWB_00002,01.06.2002,"91,61","188,74"
SWB_00002,01.07.2002,"85,06","183,67"
SWB_00002,01.08.2002,"81,24","179,87"
SWB_00002,01.09.2002,"79,02","177,25"
SWB_00002,01.10.2002,"77,89","175,91"
SWB_00002,01.11.2002,"81,09","177,72"
SWB_00002,01.12.2002,"85,55","180,71"
SWB_00002,01.01.2003,"87,32","181,80"
SWB_00002,01.02.2003,"89,48","183,30"
SWB_00002,01.03.2003,"92,41","185,48"
SWB_00002,01.04.2003,"99,48","191,77"
SWB_00002,01.05.2003,"92,97","188,79"
SWB_00002,01.06.2003,"89,24","186,79"
SWB_00002,01.07.2003,"89,31","186,68"
SWB_00002,01.08.2003,"85,77","183,78"
SWB_00002,01.09.2003,"80,79","179,00"
SWB_00002,01.10.2003,"79,41","176,95"
SWB_00002,01.11.2003,"83,35","179,45"
SWB_00002,01.12.2003,"86,54","181,54"
SWB_00002,01.01.2004,"88,57","182,83"
SWB_00002,01.02.2004,"91,78","185,16"
SWB_00002,01.03.2004,"96,06","188,53"
SWB_00002,01.04.2004,"94,48","188,13"
SWB_00002,01.05.2004,"88,04","184,40"
SWB_00002,01.06.2004,"83,93","181,32"
SWB_00002,01.07.2004,"84,34","181,01"
SWB_00002,01.08.2004,"82,05","178,80"
SWB_00002,01.09.2004,"79,48","176,22"
SWB_00002,01.10.2004,"78,19","174,46"
SWB_00002,01.11.2004,"85,43","179,39"
SWB_00002,01.12.2004,"90,60","183,00"
SWB_00002,01.01.2005,"92,82","184,67"
SWB_00002,01.02.2005,"93,58","185,39"
SWB_00002,01.03.2005,"97,29","188,49"
SWB_00002,01.04.2005,"95,72","188,39"
SWB_00002,01.05.2005,"88,97","184,23"
SWB_00002,01.06.2005,"83,76","180,61"
SWB_00002,01.07.2005,"80,55","177,48"
SWB_00002,01.08.2005,"81,19","177,33"
SWB_00002,01.09.2005,"79,67","175,66"
SWB_00002,01.10.2005,"77,22","173,20"
SWB_00002,01.11.2005,"79,15","174,20"
SWB_00002,01.12.2005,"84,40","177,80"
SWB_00002,01.01.2006,"86,55","179,41"
SWB_00002,01.02.2006,"90,67","182,59"
SWB_00002,01.03.2006,"92,83","184,45"
SWB_00002,01.04.2006,"90,96","183,59"
SWB_00002,01.05.2006,"87,39","181,92"
SWB_00002,01.06.2006,"84,13","179,74"
SWB_00002,01.07.2006,"82,68","178,26"
SWB_00002,01.08.2006,"79,06","174,68"
SWB_00002,01.09.2006,"78,93","173,69"
SWB_00002,01.10.2006,"81,48","175,23"
SWB_00002,01.11.2006,"86,01","178,42"
SWB_00002,01.12.2006,"89,59","181,02"
SWB_00002,01.01.2007,"91,16","182,24"
SWB_00002,01.02.2007,"94,33","184,80"
SWB_00002,01.03.2007,"98,09","188,07"
SWB_00002,01.04.2007,"98,51","189,28"
SWB_00002,01.05.2007,"93,34","186,47"
SWB_00002,01.06.2007,"86,82","182,08"
SWB_00002,01.07.2007,"84,83","180,16"
SWB_00002,01.08.2007,"82,97","178,51"
SWB_00002,01.09.2007,"79,30","174,95"
SWB_00002,01.10.2007,"78,63","173,78"
SWB_00002,01.11.2007,"80,56","174,75"
SWB_00002,01.12.2007,"87,69","179,84"
SWB_00002,01.01.2008,"89,64","181,26"
SWB_00002,01.02.2008,"90,31","181,97"
SWB_00002,01.03.2008,"94,71","185,45"
SWB_00002,01.04.2008,"89,38","181,88"
SWB_00002,01.05.2008,"84,23","178,47"
SWB_00002,01.06.2008,"80,07","175,25"
SWB_00002,01.07.2008,"79,83","174,42"
SWB_00002,01.08.2008,"78,89","172,95"
SWB_00002,01.09.2008,"79,35","172,70"
SWB_00002,01.10.2008,"82,07","174,56"
SWB_00002,01.11.2008,"84,99","176,60"
SWB_00002,01.12.2008,"88,71","179,41"
SWB_00002,01.01.2009,"90,25","180,97"
SWB_00002,01.02.2009,"92,61","183,24"
SWB_00002,01.03.2009,"95,03","185,61"
SWB_00002,01.04.2009,"93,42","185,27"
SWB_00002,01.05.2009,"89,53","183,32"
SWB_00002,01.06.2009,"83,90","179,41"
SWB_00002,01.07.2009,"80,73","176,51"
SWB_00002,01.08.2009,"80,37","175,45"
SWB_00002,01.09.2009,"83,37","177,35"
SWB_00002,01.10.2009,"81,99","176,17"
SWB_00002,01.11.2009,"86,63","179,34"
SWB_00002,01.12.2009,"91,81","183,16"
SWB_00002,01.01.2010,"88,40","172,35"
SWB_00002,01.02.2010,"89,92","173,90"
SWB_00002,01.03.2010,"96,35","179,60"
SWB_00002,01.04.2010,"98,69","183,30"
SWB_00002,01.05.2010,"91,59","180,35"
SWB_00002,01.06.2010,"85,88","176,58"
SWB_00002,01.07.2010,"83,42","174,68"
SWB_00002,01.08.2010,"83,57","174,53"
SWB_00002,01.09.2010,"80,45","171,67"
SWB_00002,01.10.2010,"80,84","171,63"
SWB_00002,01.11.2010,"84,32","174,10"
SWB_00002,01.12.2010,"87,98","176,82"
SWB_00002,01.01.2011,"89,18","177,85"
SWB_00002,01.02.2011,"90,07","178,69"
SWB_00002,01.03.2011,"92,07","180,39"
SWB_00002,01.04.2011,"91,65","180,63"
SWB_00002,01.05.2011,"88,09","178,87"
SWB_00002,01.06.2011,"85,04","177,15"
SWB_00002,01.07.2011,"82,29","174,94"
SWB_00002,01.08.2011,"81,06","173,24"
SWB_00002,01.09.2011,"79,71","171,71"
SWB_00002,01.10.2011,"80,36","171,70"
SWB_00002,01.11.2011,"84,10","174,22"
SWB_00002,01.12.2011,"87,66","176,72"
SWB_00002,01.01.2012,"88,90","177,68"
SWB_00002,01.02.2012,"89,09","178,01"
SWB_00002,01.03.2012,"91,07","179,61"
SWB_00002,01.04.2012,"88,96","178,47"
SWB_00002,01.05.2012,"83,50","174,65"
SWB_00002,01.06.2012,"81,05","172,86"
SWB_00002,01.07.2012,"80,47","172,21"
SWB_00002,01.08.2012,"79,38","170,84"
SWB_00002,01.09.2012,"77,95","169,03"
SWB_00002,01.10.2012,"77,94","168,66"
SWB_00002,01.11.2012,"81,51","171,07"
SWB_00002,01.12.2012,"84,02","172,78"
SWB_00002,01.01.2013,"84,81","173,24"
SWB_00002,01.02.2013,"86,98","174,78"
SWB_00002,01.03.2013,"93,67","179,84"
SWB_00002,01.04.2013,"90,31","178,25"
SWB_00002,01.05.2013,"87,25","176,90"
SWB_00002,01.06.2013,"84,15","174,98"
SWB_00002,01.07.2013,"83,23","174,17"
SWB_00002,01.08.2013,"83,08","173,78"
SWB_00002,01.09.2013,"80,32","171,27"
SWB_00002,01.10.2013,"78,40","169,39"
SWB_00002,01.11.2013,"80,17","170,34"
SWB_00002,01.12.2013,"86,87","175,20"
SWB_00002,01.01.2014,"89,03","176,94"
SWB_00002,01.02.2014,"90,28","178,08"
SWB_00002,01.03.2014,"94,32","181,30"
SWB_00002,01.04.2014,"94,13","182,04"
SWB_00002,01.05.2014,"86,33","176,90"
SWB_00002,01.06.2014,"82,72","174,31"
SWB_00002,01.07.2014,"80,83","172,56"
SWB_00002,01.08.2014,"79,72","171,23"
SWB_00002,01.09.2014,"78,94","169,97"
SWB_00002,01.10.2014,"86,00","175,07"
SWB_00002,01.11.2014,"89,32","177,56"
SWB_00002,01.12.2014,"91,14","178,95"
SWB_00002,01.01.2015,"94,55","205,08"
SWB_00002,01.02.2015,"97,26","207,37"
SWB_00002,01.03.2015,"99,12","209,21"
SWB_00002,01.04.2015,"97,37","208,84"
SWB_00002,01.05.2015,"87,81","202,99"
SWB_00002,01.06.2015,"82,01","198,56"
SWB_00002,01.07.2015,"78,12","194,65"
SWB_00002,01.08.2015,"77,19","192,64"
SWB_00002,01.09.2015,"77,54","192,07"
SWB_00002,01.10.2015,"79,63","193,21"
SWB_00002,01.11.2015,"87,12","198,67"
SWB_00002,01.12.2015,"93,18","203,16"
SWB_00002,01.01.2016,"96,21","205,55"
SWB_00002,01.02.2016,"97,49","206,79"
SWB_00002,01.03.2016,"101,45","210,18"
SWB_00002,01.04.2016,"101,36","211,93"
SWB_00002,01.05.2016,"95,98","209,54"
SWB_00002,01.06.2016,"88,81","204,39"
SWB_00002,01.07.2016,"87,45","202,87"
SWB_00002,01.08.2016,"84,99","200,48"
SWB_00002,01.09.2016,"78,91","194,76"
SWB_00002,01.10.2016,"82,20","196,40"
SWB_00002,01.11.2016,"88,73","200,87"
SWB_00002,01.12.2016,"93,40","204,10"
SWB_00002,01.01.2017,"95,29","205,42"
SWB_00002,01.02.2017,"96,57","206,37"
SWB_00002,01.03.2017,"100,57","209,54"
SWB_00002,01.04.2017,"102,54","212,18"
SWB_00002,01.05.2017,"91,90","205,86"
SWB_00002,01.06.2017,"85,48","200,95"
SWB_00002,01.07.2017,"81,58","196,96"
SWB_00002,01.08.2017,"79,43","193,87"
SWB_00002,01.09.2017,"77,04","191,03"
SWB_00002,01.10.2017,"78,89","191,78"
SWB_00002,01.11.2017,"81,18","193,08"
SWB_00002,01.12.2017,"88,26","198,16"
SWB_00002,01.01.2018,"92,66","201,50"
SWB_00002,01.02.2018,"93,39","202,19"
SWB_00002,01.03.2018,"99,60","207,09"
SWB_00002,01.04.2018,"98,58","207,62"
SWB_00002,01.05.2018,"89,15","201,30"
SWB_00002,01.06.2018,"82,18","196,06"
SWB_00002,01.07.2018,"79,16","193,07"
SWB_00002,01.08.2018,"77,24","190,43"
SWB_00002,01.09.2018,"76,79","189,35"
SWB_00002,01.10.2018,"74,10","186,72"
SWB_00002,01.11.2018,"79,00","189,92"
SWB_00002,01.12.2018,"86,64","195,35"
SWB_00002,01.01.2019,"89,05","197,03"
SWB_00002,01.02.2019,"91,31","198,81"
SWB_00002,01.03.2019,"94,85","201,68"
SWB_00002,01.04.2019,"94,47","202,31"
SWB_00002,01.05.2019,"87,89","198,41"
SWB_00002,01.06.2019,"84,29","195,87"
SWB_00002,01.07.2019,"78,57","190,78"
SWB_00002,01.08.2019,"77,72","188,82"
SWB_00002,01.09.2019,"77,59","188,11"
SWB_00002,01.10.2019,"76,91","187,28"
SWB_00002,01.11.2019,"79,77","189,12"
SWB_00002,01.12.2019,"85,41","193,16"
SWB_00002,01.01.2020,"87,76","194,84"
SWB_00002,01.02.2020,"91,21","197,41"
SWB_00002,01.03.2020,"93,84","199,51"
SWB_00002,01.04.2020,"90,18","197,27"
SWB_00002,01.05.2020,"83,73","192,84"
SWB_00002,01.06.2020,"79,42","189,08"
SWB_00002,01.07.2020,"78,43","187,61"
SWB_00002,01.08.2020,"78,17","186,71"
SWB_00002,01.09.2020,"77,56","185,78"
SWB_00002,01.10.2020,"76,51","184,59"
SWB_00002,01.11.2020,"77,70","185,09"
SWB_00002,01.12.2020,"80,43","186,91"
SWB_00002,01.01.2021,"81,26","187,42"
SWB_00002,01.02.2021,"84,18","189,51"
SWB_00002,01.03.2021,"89,29","193,27"
SWB_00002,01.04.2021,"90,17","194,21"
SWB_00002,01.05.2021,"81,68","188,17"
SWB_00002,01.06.2021,"79,34","186,27"
SWB_00002,01.07.2021,"76,89","183,88"
SWB_00002,01.08.2021,"76,23","182,68"
SWB_00002,01.09.2021,"74,35","180,61"
SWB_00002,01.10.2021,"75,92","181,31"
SWB_00002,01.11.2021,"79,55","183,71"
SWB_00002,01.12.2021,"85,99","188,39"
SWB_00002,01.01.2022,"90,00","191,57"
SWB_00002,01.02.2022,"92,30","193,76"
SWB_00002,01.03.2022,"98,64","199,33"
SWB_00002,01.04.2022,"95,17","198,16"
SWB_00002,01.05.2022,"87,05","192,99"
SWB_00002,01.06.2022,"82,34","189,72"
SWB_00002,01.07.2022,"78,27","185,92"
SWB_00002,01.08.2022,"77,37","184,37"
SWB_00002,01.09.2022,"74,74","181,69"
SWB_00002,01.10.2022,"74,52","181,01"
SWB_00002,01.11.2022,"82,45","186,65"
SWB_00002,01.12.2022,"87,89","190,55"
SWB_00002,01.01.2023,"89,62","191,81"
SWB_00002,01.02.2023,"91,52","193,30"
SWB_00002,01.03.2023,"99,38","199,59"
SWB_00002,01.04.2023,"96,50","198,18"
SWB_00002,01.05.2023,"88,13","192,55"
SWB_00002,01.06.2023,"82,20","188,13"
SWB_00002,01.07.2023,"79,11","185,25"
SWB_00002,01.08.2023,"79,27","184,49"
SWB_00002,01.09.2023,"80,50","185,13"
SWB_00002,01.10.2023,"81,95","186,19"
SWB_00002,01.11.2023,"89,07","191,42"
SWB_00002,01.12.2023,"93,00","194,41"
NWB_00003,01.01.2000,"61,16","136,90"
NWB_00003,01.02.2000,"61,40","137,08"
NWB_00003,01.03.2000,"63,30","138,50"
NWB_00003,01.04.2000,"71,68","144,80"
NWB_00003,01.05.2000,"77,52","149,18"
NWB_00003,01.06.2000,"82,36","152,91"
NWB_00003,01.07.2000,"70,10","143,62"
NWB_00003,01.08.2000,"67,48","141,38"
NWB_00003,01.09.2000,"65,47","139,79"
NWB_00003,01.10.2000,"73,26","145,68"
NWB_00003,01.11.2000,"80,04","150,82"
NWB_00003,01.12.2000,"80,72","151,40"
NWB_00003,01.01.2001,"80,10","151,02"
NWB_00003,01.02.2001,"79,74","150,83"
NWB_00003,01.03.2001,"88,32","157,36"
NWB_00003,01.04.2001,"95,32","163,42"
NWB_00003,01.05.2001,"79,58","152,10"
NWB_00003,01.06.2001,"75,77","149,27"
NWB_00003,01.07.2001,"75,98","149,36"
NWB_00003,01.08.2001,"70,12","144,88"
NWB_00003,01.09.2001,"71,65","146,02"
NWB_00003,01.10.2001,"73,84","147,64"
NWB_00003,01.11.2001,"84,92","156,01"
NWB_00003,01.12.2001,"88,32","158,79"
NWB_00003,01.01.2002,"93,61","163,10"
NWB_00003,01.02.2002,"95,70","165,00"
NWB_00003,01.03.2002,"107,24","174,38"
NWB_00003,01.04.2002,"115,43","183,32"
NWB_00003,01.05.2002,"104,18","177,78"
NWB_00003,01.06.2002,"95,14","172,05"
NWB_00003,01.07.2002,"88,65","167,52"
NWB_00003,01.08.2002,"75,82","157,70"
NWB_00003,01.09.2002,"69,40","152,70"
NWB_00003,01.10.2002,"64,31","149,88"
NWB_00003,01.11.2002,"63,13","148,98"
NWB_00003,01.12.2002,"65,29","150,60"
NWB_00003,01.01.2003,"66,27","151,34"
NWB_00003,01.02.2003,"66,58","151,57"
NWB_00003,01.03.2003,"68,72","153,17"
NWB_00003,01.04.2003,"81,44","162,71"
NWB_00003,01.05.2003,"74,93","157,73"
NWB_00003,01.06.2003,"77,31","159,23"
NWB_00003,01.07.2003,"74,23","156,57"
NWB_00003,01.08.2003,"69,35","152,58"
NWB_00003,01.09.2003,"64,46","148,49"
NWB_00003,01.10.2003,"59,85","145,04"
NWB_00003,01.11.2003,"67,28","150,60"
NWB_00003,01.12.2003,"71,02","153,40"
NWB_00003,01.01.2004,"72,34","154,39"
NWB_00003,01.02.2004,"75,58","156,82"
NWB_00003,01.03.2004,"84,59","163,57"
NWB_00003,01.04.2004,"93,70","170,51"
NWB_00003,01.05.2004,"80,93","161,07"
NWB_00003,01.06.2004,"72,90","154,70"
NWB_00003,01.07.2004,"72,93","154,36"
NWB_00003,01.08.2004,"69,83","151,67"
NWB_00003,01.09.2004,"64,78","147,65"
NWB_00003,01.10.2004,"59,51","143,66"
NWB_00003,01.11.2004,"66,68","149,05"
NWB_00003,01.12.2004,"70,18","151,67"
NWB_00003,01.01.2005,"70,56","151,96"
NWB_00003,01.02.2005,"71,33","152,55"
NWB_00003,01.03.2005,"78,36","157,86"
NWB_00003,01.04.2005,"85,48","163,23"
NWB_00003,01.05.2005,"74,63","155,06"
NWB_00003,01.06.2005,"70,67","151,73"
NWB_00003,01.07.2005,"65,33","147,15"
NWB_00003,01.08.2005,"65,77","147,08"
NWB_00003,01.09.2005,"66,00","147,09"
NWB_00003,01.10.2005,"57,30","140,43"
NWB_00003,01.11.2005,"58,14","141,06"
NWB_00003,01.12.2005,"58,94","141,66"
NWB_00003,01.01.2006,"59,54","142,11"
NWB_00003,01.02.2006,"61,43","143,52"
NWB_00003,01.03.2006,"67,90","148,38"
NWB_00003,01.04.2006,"69,70","149,71"
NWB_00003,01.05.2006,"66,51","147,18"
NWB_00003,01.06.2006,"70,46","149,74"
NWB_00003,01.07.2006,"74,86","152,81"
NWB_00003,01.08.2006,"71,93","150,54"
NWB_00003,01.09.2006,"68,77","148,04"
NWB_00003,01.10.2006,"69,22","148,39"
NWB_00003,01.11.2006,"72,72","151,04"
NWB_00003,01.12.2006,"74,66","152,53"
NWB_00003,01.01.2007,"74,58","152,52"
NWB_00003,01.02.2007,"76,11","153,71"
NWB_00003,01.03.2007,"79,04","155,95"
NWB_00003,01.04.2007,"92,07","165,85"
NWB_00003,01.05.2007,"85,34","161,13"
NWB_00003,01.06.2007,"81,23","158,15"
NWB_00003,01.07.2007,"76,72","154,59"
NWB_00003,01.08.2007,"74,38","152,63"
NWB_00003,01.09.2007,"67,64","147,40"
NWB_00003,01.10.2007,"68,43","147,97"
NWB_00003,01.11.2007,"67,97","147,62"
NWB_00003,01.12.2007,"69,96","149,12"
NWB_00003,01.01.2008,"67,49","147,44"
NWB_00003,01.02.2008,"67,29","147,29"
NWB_00003,01.03.2008,"76,47","154,18"
NWB_00003,01.04.2008,"78,59","155,79"
NWB_00003,01.05.2008,"72,65","151,32"
NWB_00003,01.06.2008,"68,63","147,92"
NWB_00003,01.07.2008,"69,34","148,01"
NWB_00003,01.08.2008,"66,27","145,26"
NWB_00003,01.09.2008,"68,56","146,79"
NWB_00003,01.10.2008,"59,53","139,99"
NWB_00003,01.11.2008,"60,29","140,55"
NWB_00003,01.12.2008,"64,16","143,45"
NWB_00003,01.01.2009,"64,81","143,93"
NWB_00003,01.02.2009,"65,14","144,18"
NWB_00003,01.03.2009,"69,01","147,08"
NWB_00003,01.04.2009,"80,57","155,75"
NWB_00003,01.05.2009,"73,78","150,61"
NWB_00003,01.06.2009,"68,71","146,54"
NWB_00003,01.07.2009,"67,80","145,51"
NWB_00003,01.08.2009,"67,42","145,00"
NWB_00003,01.09.2009,"70,02","146,86"
NWB_00003,01.10.2009,"59,89","139,25"
NWB_00003,01.11.2009,"70,79","147,43"
NWB_00003,01.12.2009,"77,05","152,15"
NWB_00003,01.01.2010,"74,25","148,20"
NWB_00003,01.02.2010,"74,94","148,76"
NWB_00003,01.03.2010,"76,87","150,25"
NWB_00003,01.04.2010,"87,52","158,35"
NWB_00003,01.05.2010,"80,49","153,38"
NWB_00003,01.06.2010,"76,96","150,80"
NWB_00003,01.07.2010,"75,27","149,34"
NWB_00003,01.08.2010,"72,97","147,66"
NWB_00003,01.09.2010,"66,11","142,48"
NWB_00003,01.10.2010,"60,71","138,44"
NWB_00003,01.11.2010,"63,65","140,64"
NWB_00003,01.12.2010,"69,74","145,21"
NWB_00003,01.01.2011,"69,87","145,31"
NWB_00003,01.02.2011,"70,06","145,45"
NWB_00003,01.03.2011,"72,32","147,16"
NWB_00003,01.04.2011,"82,47","154,79"
NWB_00003,01.05.2011,"74,61","148,94"
NWB_00003,01.06.2011,"74,18","148,54"
NWB_00003,01.07.2011,"74,81","148,87"
NWB_00003,01.08.2011,"73,28","147,60"
NWB_00003,01.09.2011,"66,98","142,78"
NWB_00003,01.10.2011,"62,08","139,08"
NWB_00003,01.11.2011,"62,14","139,12"
NWB_00003,01.12.2011,"62,65","139,51"
NWB_00003,01.01.2012,"62,43","139,34"
NWB_00003,01.02.2012,"62,82","139,64"
NWB_00003,01.03.2012,"64,59","140,97"
NWB_00003,01.04.2012,"70,39","145,34"
NWB_00003,01.05.2012,"68,08","143,59"
NWB_00003,01.06.2012,"68,97","144,08"
NWB_00003,01.07.2012,"71,56","145,85"
NWB_00003,01.08.2012,"68,29","143,25"
NWB_00003,01.09.2012,"67,62","142,67"
NWB_00003,01.10.2012,"64,49","140,32"
NWB_00003,01.11.2012,"67,73","142,76"
NWB_00003,01.12.2012,"68,93","143,66"
NWB_00003,01.01.2013,"68,86","143,61"
NWB_00003,01.02.2013,"69,51","144,12"
NWB_00003,01.03.2013,"83,28","154,50"
NWB_00003,01.04.2013,"94,60","163,54"
NWB_00003,01.05.2013,"89,06","159,93"
NWB_00003,01.06.2013,"79,47","152,92"
NWB_00003,01.07.2013,"79,72","153,04"
NWB_00003,01.08.2013,"78,02","151,73"
NWB_00003,01.09.2013,"74,58","149,17"
NWB_00003,01.10.2013,"71,01","146,52"
NWB_00003,01.11.2013,"70,98","146,52"
NWB_00003,01.12.2013,"77,05","151,12"
NWB_00003,01.01.2014,"77,55","151,56"
NWB_00003,01.02.2014,"77,55","151,61"
NWB_00003,01.03.2014,"83,70","156,29"
NWB_00003,01.04.2014,"99,09","168,26"
NWB_00003,01.05.2014,"84,69","158,02"
NWB_00003,01.06.2014,"79,11","153,91"
NWB_00003,01.07.2014,"77,83","152,76"
NWB_00003,01.08.2014,"72,37","148,53"
NWB_00003,01.09.2014,"70,14","146,71"
NWB_00003,01.10.2014,"79,07","153,39"
NWB_00003,01.11.2014,"84,88","157,76"
NWB_00003,01.12.2014,"85,46","158,26"
NWB_00003,01.01.2015,"79,29","168,86"
NWB_00003,01.02.2015,"79,87","169,30"
NWB_00003,01.03.2015,"82,40","171,21"
NWB_00003,01.04.2015,"98,76","183,63"
NWB_00003,01.05.2015,"98,13","183,77"
NWB_00003,01.06.2015,"91,01","178,64"
NWB_00003,01.07.2015,"79,47","169,50"
NWB_00003,01.08.2015,"74,96","165,42"
NWB_00003,01.09.2015,"71,96","162,77"
NWB_00003,01.10.2015,"67,66","159,40"
NWB_00003,01.11.2015,"75,08","164,92"
NWB_00003,01.12.2015,"78,02","167,12"
NWB_00003,01.01.2016,"79,78","168,44"
NWB_00003,01.02.2016,"80,66","169,10"
NWB_00003,01.03.2016,"92,58","178,06"
NWB_00003,01.04.2016,"106,30","189,23"
NWB_00003,01.05.2016,"91,91","179,27"
NWB_00003,01.06.2016,"82,48","171,95"
NWB_00003,01.07.2016,"83,11","172,02"
NWB_00003,01.08.2016,"80,75","170,00"
NWB_00003,01.09.2016,"71,26","162,53"
NWB_00003,01.10.2016,"72,78","163,54"
NWB_00003,01.11.2016,"80,47","169,30"
NWB_00003,01.12.2016,"82,35","170,73"
NWB_00003,01.01.2017,"82,45","170,81"
NWB_00003,01.02.2017,"82,81","171,10"
NWB_00003,01.03.2017,"84,53","172,41"
NWB_00003,01.04.2017,"99,03","183,43"
NWB_00003,01.05.2017,"87,69","175,26"
NWB_00003,01.06.2017,"77,80","167,44"
NWB_00003,01.07.2017,"73,14","163,20"
NWB_00003,01.08.2017,"68,96","159,31"
NWB_00003,01.09.2017,"66,65","157,03"
NWB_00003,01.10.2017,"68,59","158,36"
NWB_00003,01.11.2017,"74,87","163,04"
NWB_00003,01.12.2017,"77,69","165,15"
NWB_00003,01.01.2018,"79,68","166,64"
NWB_00003,01.02.2018,"80,31","167,12"
NWB_00003,01.03.2018,"85,45","170,98"
NWB_00003,01.04.2018,"97,85","180,36"
NWB_00003,01.05.2018,"94,56","178,30"
NWB_00003,01.06.2018,"82,66","169,34"
NWB_00003,01.07.2018,"76,82","164,50"
NWB_00003,01.08.2018,"73,74","161,62"
NWB_00003,01.09.2018,"75,58","162,80"
NWB_00003,01.10.2018,"64,63","154,49"
NWB_00003,01.11.2018,"72,12","160,09"
NWB_00003,01.12.2018,"74,35","161,76"
NWB_00003,01.01.2019,"74,42","161,80"
NWB_00003,01.02.2019,"75,04","162,27"
NWB_00003,01.03.2019,"80,30","166,22"
NWB_00003,01.04.2019,"97,81","179,59"
NWB_00003,01.05.2019,"84,64","169,97"
NWB_00003,01.06.2019,"79,89","166,09"
NWB_00003,01.07.2019,"71,99","159,55"
NWB_00003,01.08.2019,"67,91","155,65"
NWB_00003,01.09.2019,"70,13","156,98"
NWB_00003,01.10.2019,"62,41","151,06"
NWB_00003,01.11.2019,"68,89","155,88"
NWB_00003,01.12.2019,"72,00","158,20"
NWB_00003,01.01.2020,"73,10","159,02"
NWB_00003,01.02.2020,"74,39","159,98"
NWB_00003,01.03.2020,"82,92","166,38"
NWB_00003,01.04.2020,"95,17","175,80"
NWB_00003,01.05.2020,"82,07","166,12"
NWB_00003,01.06.2020,"76,43","161,39"
NWB_00003,01.07.2020,"75,64","160,30"
NWB_00003,01.08.2020,"73,42","158,14"
NWB_00003,01.09.2020,"71,94","156,79"
NWB_00003,01.10.2020,"70,68","155,81"
NWB_00003,01.11.2020,"71,34","156,30"
NWB_00003,01.12.2020,"72,22","156,96"
NWB_00003,01.01.2021,"72,67","157,30"
NWB_00003,01.02.2021,"74,01","158,30"
NWB_00003,01.03.2021,"76,46","160,15"
NWB_00003,01.04.2021,"91,88","171,82"
NWB_00003,01.05.2021,"81,14","164,03"
NWB_00003,01.06.2021,"76,19","159,94"
NWB_00003,01.07.2021,"71,03","155,52"
NWB_00003,01.08.2021,"67,02","151,90"
NWB_00003,01.09.2021,"67,25","151,69"
NWB_00003,01.10.2021,"70,66","154,19"
NWB_00003,01.11.2021,"73,57","156,37"
NWB_00003,01.12.2021,"78,05","159,73"
NWB_00003,01.01.2022,"79,50","160,82"
NWB_00003,01.02.2022,"80,29","161,42"
NWB_00003,01.03.2022,"83,18","163,60"
NWB_00003,01.04.2022,"93,00","171,12"
NWB_00003,01.05.2022,"79,53","161,29"
NWB_00003,01.06.2022,"72,60","155,70"
NWB_00003,01.07.2022,"71,41","154,18"
NWB_00003,01.08.2022,"66,68","150,11"
NWB_00003,01.09.2022,"63,84","147,60"
NWB_00003,01.10.2022,"57,79","142,96"
NWB_00003,01.11.2022,"65,63","148,83"
NWB_00003,01.12.2022,"67,10","149,93"
NWB_00003,01.01.2023,"67,35","150,11"
NWB_00003,01.02.2023,"68,50","150,97"
NWB_00003,01.03.2023,"75,80","156,44"
NWB_00003,01.04.2023,"85,50","163,74"
NWB_00003,01.05.2023,"75,88","156,50"
NWB_00003,01.06.2023,"71,48","152,73"
NWB_00003,01.07.2023,"68,68","150,01"
NWB_00003,01.08.2023,"69,89","150,30"
NWB_00003,01.09.2023,"80,62","158,22"
NWB_00003,01.10.2023,"84,09","160,84"
NWB_00003,01.11.2023,"98,56","171,98"
NWB_00003,01.12.2023,"106,19","179,00"
NWB_00004,01.01.2000,"85,37","192,53"
NWB_00004,01.02.2000,"85,39","192,52"
NWB_00004,01.03.2000,"86,88","193,62"
NWB_00004,01.04.2000,"95,68","200,17"
NWB_00004,01.05.2000,"97,67","201,59"
NWB_00004,01.06.2000,"97,78","201,41"
NWB_00004,01.07.2000,"93,06","197,20"
NWB_00004,01.08.2000,"90,91","194,91"
NWB_00004,01.09.2000,"89,65","193,62"
NWB_00004,01.10.2000,"99,06","200,61"
